ref_date,region,population,percent_of_total_pop
"2006-04-01 00:00:00","Newfoundland and Labrador",510959,1.57
"2006-04-01 00:00:00","Prince Edward Island",137847,0.42
"2006-04-01 00:00:00","Nova Scotia",937665,2.89
"2006-04-01 00:00:00","New Brunswick",746337,2.30
"2006-04-01 00:00:00",Quebec,7615496,23.45
"2006-04-01 00:00:00",Ontario,12618321,38.86
"2006-04-01 00:00:00",Manitoba,1181632,3.64
"2006-04-01 00:00:00",Saskatchewan,991231,3.05
"2006-04-01 00:00:00",Alberta,3396809,10.46
"2006-04-01 00:00:00","British Columbia",4227980,13.02
"2006-04-01 00:00:00",Yukon,32152,0.10
"2006-04-01 00:00:00","Northwest Territories",43101,0.13
"2006-04-01 00:00:00",Nunavut,30641,0.09
"2006-07-01 00:00:00",Canada,32571193,100.00
"2006-07-01 00:00:00","Newfoundland and Labrador",510593,1.57
"2006-07-01 00:00:00","Prince Edward Island",137869,0.42
"2006-07-01 00:00:00","Nova Scotia",937880,2.88
"2006-07-01 00:00:00","New Brunswick",745621,2.29
"2006-07-01 00:00:00",Quebec,7631901,23.43
"2006-07-01 00:00:00",Ontario,12661953,38.87
"2006-07-01 00:00:00",Manitoba,1183560,3.63
"2006-07-01 00:00:00",Saskatchewan,992313,3.05
"2006-07-01 00:00:00",Alberta,3421435,10.50
"2006-07-01 00:00:00","British Columbia",4241793,13.02
"2006-07-01 00:00:00",Yukon,32272,0.10
"2006-07-01 00:00:00","Northwest Territories",43185,0.13
"2006-07-01 00:00:00",Nunavut,30818,0.09
"2006-10-01 00:00:00",Canada,32680839,100.00
"2006-10-01 00:00:00","Newfoundland and Labrador",510325,1.56
"2006-10-01 00:00:00","Prince Edward Island",137898,0.42
"2006-10-01 00:00:00","Nova Scotia",937060,2.87
"2006-10-01 00:00:00","New Brunswick",744973,2.28
"2006-10-01 00:00:00",Quebec,7652881,23.42
"2006-10-01 00:00:00",Ontario,12701324,38.86
"2006-10-01 00:00:00",Manitoba,1183975,3.62
"2006-10-01 00:00:00",Saskatchewan,993359,3.04
"2006-10-01 00:00:00",Alberta,3453945,10.57
"2006-10-01 00:00:00","British Columbia",4258653,13.03
"2006-10-01 00:00:00",Yukon,32361,0.10
"2006-10-01 00:00:00","Northwest Territories",43205,0.13
"2006-10-01 00:00:00",Nunavut,30880,0.09
"2007-01-01 00:00:00",Canada,32717848,100.00
"2007-01-01 00:00:00","Newfoundland and Labrador",510329,1.56
"2007-01-01 00:00:00","Prince Edward Island",137777,0.42
"2007-01-01 00:00:00","Nova Scotia",936232,2.86
"2007-01-01 00:00:00","New Brunswick",744849,2.28
"2007-01-01 00:00:00",Quebec,7661201,23.42
"2007-01-01 00:00:00",Ontario,12703327,38.83
"2007-01-01 00:00:00",Manitoba,1184495,3.62
"2007-01-01 00:00:00",Saskatchewan,995170,3.04
"2007-01-01 00:00:00",Alberta,3472779,10.61
"2007-01-01 00:00:00","British Columbia",4265328,13.04
"2007-01-01 00:00:00",Yukon,32316,0.10
"2007-01-01 00:00:00","Northwest Territories",43088,0.13
"2007-01-01 00:00:00",Nunavut,30957,0.09
"2007-04-01 00:00:00",Canada,32785964,100.00
"2007-04-01 00:00:00","Newfoundland and Labrador",509126,1.55
"2007-04-01 00:00:00","Prince Edward Island",137707,0.42
"2007-04-01 00:00:00","Nova Scotia",935028,2.85
"2007-04-01 00:00:00","New Brunswick",744934,2.27
"2007-04-01 00:00:00",Quebec,7673938,23.41
"2007-04-01 00:00:00",Ontario,12727090,38.82
"2007-04-01 00:00:00",Manitoba,1186421,3.62
"2007-04-01 00:00:00",Saskatchewan,997541,3.04
"2007-04-01 00:00:00",Alberta,3490849,10.65
"2007-04-01 00:00:00","British Columbia",4276745,13.04
"2007-04-01 00:00:00",Yukon,32274,0.10
"2007-04-01 00:00:00","Northwest Territories",43127,0.13
"2007-04-01 00:00:00",Nunavut,31184,0.10
"2007-07-01 00:00:00",Canada,32888886,100.00
"2007-07-01 00:00:00","Newfoundland and Labrador",509047,1.55
"2007-07-01 00:00:00","Prince Edward Island",137709,0.42
"2007-07-01 00:00:00","Nova Scotia",935164,2.84
"2007-07-01 00:00:00","New Brunswick",745430,2.27
"2007-07-01 00:00:00",Quebec,7692400,23.39
"2007-07-01 00:00:00",Ontario,12765133,38.81
"2007-07-01 00:00:00",Manitoba,1189446,3.62
"2007-07-01 00:00:00",Saskatchewan,1002074,3.05
"2007-07-01 00:00:00",Alberta,3514151,10.68
"2007-07-01 00:00:00","British Columbia",4290987,13.05
"2007-07-01 00:00:00",Yukon,32555,0.10
"2007-07-01 00:00:00","Northwest Territories",43396,0.13
"2007-07-01 00:00:00",Nunavut,31394,0.10
"2007-10-01 00:00:00",Canada,33001918,100.00
"2007-10-01 00:00:00","Newfoundland and Labrador",510256,1.55
"2007-10-01 00:00:00","Prince Edward Island",138020,0.42
"2007-10-01 00:00:00","Nova Scotia",935433,2.83
"2007-10-01 00:00:00","New Brunswick",746136,2.26
"2007-10-01 00:00:00",Quebec,7712616,23.37
"2007-10-01 00:00:00",Ontario,12807497,38.81
"2007-10-01 00:00:00",Manitoba,1191684,3.61
"2007-10-01 00:00:00",Saskatchewan,1007305,3.05
"2007-10-01 00:00:00",Alberta,3533414,10.71
"2007-10-01 00:00:00","British Columbia",4312048,13.07
"2007-10-01 00:00:00",Yukon,32663,0.10
"2007-10-01 00:00:00","Northwest Territories",43286,0.13
"2007-10-01 00:00:00",Nunavut,31560,0.10
"2008-01-01 00:00:00",Canada,33050262,100.00
"2008-01-01 00:00:00","Newfoundland and Labrador",510989,1.55
"2008-01-01 00:00:00","Prince Edward Island",137990,0.42
"2008-01-01 00:00:00","Nova Scotia",935540,2.83
"2008-01-01 00:00:00","New Brunswick",746284,2.26
"2008-01-01 00:00:00",Quebec,7724885,23.37
"2008-01-01 00:00:00",Ontario,12814686,38.77
"2008-01-01 00:00:00",Manitoba,1193396,3.61
"2008-01-01 00:00:00",Saskatchewan,1010279,3.06
"2008-01-01 00:00:00",Alberta,3548804,10.74
"2008-01-01 00:00:00","British Columbia",4319657,13.07
"2008-01-01 00:00:00",Yukon,32752,0.10
"2008-01-01 00:00:00","Northwest Territories",43384,0.13
"2008-01-01 00:00:00",Nunavut,31616,0.10
"2008-04-01 00:00:00",Canada,33127394,100.00
"2008-04-01 00:00:00","Newfoundland and Labrador",511239,1.54
"2008-04-01 00:00:00","Prince Edward Island",138175,0.42
"2008-04-01 00:00:00","Nova Scotia",935704,2.82
"2008-04-01 00:00:00","New Brunswick",746529,2.25
"2008-04-01 00:00:00",Quebec,7739956,23.36
"2008-04-01 00:00:00",Ontario,12840482,38.76
"2008-04-01 00:00:00",Manitoba,1194653,3.61
"2008-04-01 00:00:00",Saskatchewan,1013449,3.06
"2008-04-01 00:00:00",Alberta,3567475,10.77
"2008-04-01 00:00:00","British Columbia",4331706,13.08
"2008-04-01 00:00:00",Yukon,32955,0.10
"2008-04-01 00:00:00","Northwest Territories",43388,0.13
"2008-04-01 00:00:00",Nunavut,31683,0.10
"2008-07-01 00:00:00",Canada,33247298,100.00
"2008-07-01 00:00:00","Newfoundland and Labrador",511569,1.54
"2008-07-01 00:00:00","Prince Edward Island",138736,0.42
"2008-07-01 00:00:00","Nova Scotia",935965,2.82
"2008-07-01 00:00:00","New Brunswick",746875,2.25
"2008-07-01 00:00:00",Quebec,7761614,23.35
"2008-07-01 00:00:00",Ontario,12883824,38.75
"2008-07-01 00:00:00",Manitoba,1197767,3.60
"2008-07-01 00:00:00",Saskatchewan,1017368,3.06
"2008-07-01 00:00:00",Alberta,3595875,10.82
"2008-07-01 00:00:00","British Columbia",4349338,13.08
"2008-07-01 00:00:00",Yukon,33084,0.10
"2008-07-01 00:00:00","Northwest Territories",43385,0.13
"2008-07-01 00:00:00",Nunavut,31898,0.10
"2008-10-01 00:00:00",Canada,33372978,100.00
"2008-10-01 00:00:00","Newfoundland and Labrador",513425,1.54
"2008-10-01 00:00:00","Prince Edward Island",139448,0.42
"2008-10-01 00:00:00","Nova Scotia",937108,2.81
"2008-10-01 00:00:00","New Brunswick",747767,2.24
"2008-10-01 00:00:00",Quebec,7786609,23.33
"2008-10-01 00:00:00",Ontario,12927520,38.74
"2008-10-01 00:00:00",Manitoba,1199551,3.59
"2008-10-01 00:00:00",Saskatchewan,1022511,3.06
"2008-10-01 00:00:00",Alberta,3619319,10.85
"2008-10-01 00:00:00","British Columbia",4371128,13.10
"2008-10-01 00:00:00",Yukon,33307,0.10
"2008-10-01 00:00:00","Northwest Territories",43315,0.13
"2008-10-01 00:00:00",Nunavut,31970,0.10
"2009-01-01 00:00:00",Canada,33427754,100.00
"2009-01-01 00:00:00","Newfoundland and Labrador",514210,1.54
"2009-01-01 00:00:00","Prince Edward Island",139114,0.42
"2009-01-01 00:00:00","Nova Scotia",937445,2.80
"2009-01-01 00:00:00","New Brunswick",748375,2.24
"2009-01-01 00:00:00",Quebec,7799271,23.33
"2009-01-01 00:00:00",Ontario,12932742,38.69
"2009-01-01 00:00:00",Manitoba,1201705,3.59
"2009-01-01 00:00:00",Saskatchewan,1025946,3.07
"2009-01-01 00:00:00",Alberta,3638505,10.88
"2009-01-01 00:00:00","British Columbia",4381832,13.11
"2009-01-01 00:00:00",Yukon,33405,0.10
"2009-01-01 00:00:00","Northwest Territories",43136,0.13
"2009-01-01 00:00:00",Nunavut,32068,0.10
"2009-04-01 00:00:00",Canada,33512305,100.00
"2009-04-01 00:00:00","Newfoundland and Labrador",514707,1.54
"2009-04-01 00:00:00","Prince Edward Island",139190,0.42
"2009-04-01 00:00:00","Nova Scotia",937489,2.80
"2009-04-01 00:00:00","New Brunswick",749165,2.24
"2009-04-01 00:00:00",Quebec,7817425,23.33
"2009-04-01 00:00:00",Ontario,12956924,38.66
"2009-04-01 00:00:00",Manitoba,1204013,3.59
"2009-04-01 00:00:00",Saskatchewan,1029862,3.07
"2009-04-01 00:00:00",Alberta,3659235,10.92
"2009-04-01 00:00:00","British Columbia",4395197,13.12
"2009-04-01 00:00:00",Yukon,33583,0.10
"2009-04-01 00:00:00","Northwest Territories",43122,0.13
"2009-04-01 00:00:00",Nunavut,32393,0.10
"2009-07-01 00:00:00",Canada,33630069,100.00
"2009-07-01 00:00:00","Newfoundland and Labrador",516741,1.54
"2009-07-01 00:00:00","Prince Edward Island",139873,0.42
"2009-07-01 00:00:00","Nova Scotia",938266,2.79
"2009-07-01 00:00:00","New Brunswick",749956,2.23
"2009-07-01 00:00:00",Quebec,7843915,23.32
"2009-07-01 00:00:00",Ontario,12998941,38.65
"2009-07-01 00:00:00",Manitoba,1208555,3.59
"2009-07-01 00:00:00",Saskatchewan,1034791,3.08
"2009-07-01 00:00:00",Alberta,3679010,10.94
"2009-07-01 00:00:00","British Columbia",4410513,13.11
"2009-07-01 00:00:00",Yukon,33733,0.10
"2009-07-01 00:00:00","Northwest Territories",43171,0.13
"2009-07-01 00:00:00",Nunavut,32604,0.10
"2009-10-01 00:00:00",Canada,33758581,100.00
"2009-10-01 00:00:00","Newfoundland and Labrador",518975,1.54
"2009-10-01 00:00:00","Prince Edward Island",140596,0.42
"2009-10-01 00:00:00","Nova Scotia",940558,2.79
"2009-10-01 00:00:00","New Brunswick",751066,2.22
"2009-10-01 00:00:00",Quebec,7871847,23.32
"2009-10-01 00:00:00",Ontario,13048442,38.65
"2009-10-01 00:00:00",Manitoba,1211881,3.59
"2009-10-01 00:00:00",Saskatchewan,1039530,3.08
"2009-10-01 00:00:00",Alberta,3694318,10.94
"2009-10-01 00:00:00","British Columbia",4431587,13.13
"2009-10-01 00:00:00",Yukon,34027,0.10
"2009-10-01 00:00:00","Northwest Territories",42938,0.13
"2009-10-01 00:00:00",Nunavut,32816,0.10
"2010-01-01 00:00:00",Canada,33809016,100.00
"2010-01-01 00:00:00","Newfoundland and Labrador",520276,1.54
"2010-01-01 00:00:00","Prince Edward Island",140598,0.42
"2010-01-01 00:00:00","Nova Scotia",940879,2.78
"2010-01-01 00:00:00","New Brunswick",751282,2.22
"2010-01-01 00:00:00",Quebec,7886127,23.33
"2010-01-01 00:00:00",Ontario,13059426,38.63
"2010-01-01 00:00:00",Manitoba,1213941,3.59
"2010-01-01 00:00:00",Saskatchewan,1042936,3.08
"2010-01-01 00:00:00",Alberta,3702290,10.95
"2010-01-01 00:00:00","British Columbia",4441345,13.14
"2010-01-01 00:00:00",Yukon,34009,0.10
"2010-01-01 00:00:00","Northwest Territories",42981,0.13
"2010-01-01 00:00:00",Nunavut,32926,0.10
"2010-04-01 00:00:00",Canada,33890461,100.00
"2010-04-01 00:00:00","Newfoundland and Labrador",521197,1.54
"2010-04-01 00:00:00","Prince Edward Island",140978,0.42
"2010-04-01 00:00:00","Nova Scotia",940967,2.78
"2010-04-01 00:00:00","New Brunswick",752020,2.22
"2010-04-01 00:00:00",Quebec,7903676,23.32
"2010-04-01 00:00:00",Ontario,13088924,38.62
"2010-04-01 00:00:00",Manitoba,1216618,3.59
"2010-04-01 00:00:00",Saskatchewan,1046779,3.09
"2010-04-01 00:00:00",Alberta,3714999,10.96
"2010-04-01 00:00:00","British Columbia",4453756,13.14
"2010-04-01 00:00:00",Yukon,34243,0.10
"2010-04-01 00:00:00","Northwest Territories",43161,0.13
"2010-04-01 00:00:00",Nunavut,33143,0.10
"2010-07-01 00:00:00",Canada,34005902,100.00
"2010-07-01 00:00:00","Newfoundland and Labrador",522002,1.54
"2010-07-01 00:00:00","Prince Edward Island",141644,0.42
"2010-07-01 00:00:00","Nova Scotia",942144,2.77
"2010-07-01 00:00:00","New Brunswick",753034,2.21
"2010-07-01 00:00:00",Quebec,7929479,23.32
"2010-07-01 00:00:00",Ontario,13136481,38.63
"2010-07-01 00:00:00",Manitoba,1220782,3.59
"2010-07-01 00:00:00",Saskatchewan,1051426,3.09
"2010-07-01 00:00:00",Alberta,3732104,10.97
"2010-07-01 00:00:00","British Columbia",4465557,13.13
"2010-07-01 00:00:00",Yukon,34598,0.10
"2010-07-01 00:00:00","Northwest Territories",43292,0.13
"2010-07-01 00:00:00",Nunavut,33359,0.10
"2010-10-01 00:00:00",Canada,34132531,100.00
"2010-10-01 00:00:00","Newfoundland and Labrador",522861,1.53
"2010-10-01 00:00:00","Prince Edward Island",142725,0.42
"2010-10-01 00:00:00","Nova Scotia",944201,2.77
"2010-10-01 00:00:00","New Brunswick",754287,2.21
"2010-10-01 00:00:00",Quebec,7955183,23.31
"2010-10-01 00:00:00",Ontario,13189987,38.64
"2010-10-01 00:00:00",Manitoba,1224663,3.59
"2010-10-01 00:00:00",Saskatchewan,1056102,3.09
"2010-10-01 00:00:00",Alberta,3747235,10.98
"2010-10-01 00:00:00","British Columbia",4483613,13.14
"2010-10-01 00:00:00",Yukon,34790,0.10
"2010-10-01 00:00:00","Northwest Territories",43307,0.13
"2010-10-01 00:00:00",Nunavut,33577,0.10
"2011-01-01 00:00:00",Canada,34166633,100.00
"2011-01-01 00:00:00","Newfoundland and Labrador",523723,1.53
"2011-01-01 00:00:00","Prince Edward Island",143016,0.42
"2011-01-01 00:00:00","Nova Scotia",944082,2.76
"2011-01-01 00:00:00","New Brunswick",754795,2.21
"2011-01-01 00:00:00",Quebec,7967270,23.32
"2011-01-01 00:00:00",Ontario,13199081,38.63
"2011-01-01 00:00:00",Manitoba,1227210,3.59
"2011-01-01 00:00:00",Saskatchewan,1058969,3.10
"2011-01-01 00:00:00",Alberta,3754422,10.99
"2011-01-01 00:00:00","British Columbia",4482262,13.12
"2011-01-01 00:00:00",Yukon,34802,0.10
"2011-01-01 00:00:00","Northwest Territories",43265,0.13
"2011-01-01 00:00:00",Nunavut,33736,0.10
"2011-04-01 00:00:00",Canada,34230555,100.00
"2011-04-01 00:00:00","Newfoundland and Labrador",524238,1.53
"2011-04-01 00:00:00","Prince Edward Island",143265,0.42
"2011-04-01 00:00:00","Nova Scotia",943921,2.76
"2011-04-01 00:00:00","New Brunswick",754843,2.21
"2011-04-01 00:00:00",Quebec,7982145,23.32
"2011-04-01 00:00:00",Ontario,13222146,38.63
"2011-04-01 00:00:00",Manitoba,1229058,3.59
"2011-04-01 00:00:00",Saskatchewan,1061484,3.10
"2011-04-01 00:00:00",Alberta,3768774,11.01
"2011-04-01 00:00:00","British Columbia",4488509,13.11
"2011-04-01 00:00:00",Yukon,34984,0.10
"2011-04-01 00:00:00","Northwest Territories",43263,0.13
"2011-04-01 00:00:00",Nunavut,33925,0.10
"2011-07-01 00:00:00",Canada,34339221,100.00
"2011-07-01 00:00:00","Newfoundland and Labrador",524955,1.53
"2011-07-01 00:00:00","Prince Edward Island",143918,0.42
"2011-07-01 00:00:00","Nova Scotia",944095,2.75
"2011-07-01 00:00:00","New Brunswick",755590,2.20
"2011-07-01 00:00:00",Quebec,8004736,23.31
"2011-07-01 00:00:00",Ontario,13262345,38.62
"2011-07-01 00:00:00",Manitoba,1233353,3.59
"2011-07-01 00:00:00",Saskatchewan,1065661,3.10
"2011-07-01 00:00:00",Alberta,3787705,11.03
"2011-07-01 00:00:00","British Columbia",4503819,13.12
"2011-07-01 00:00:00",Yukon,35366,0.10
"2011-07-01 00:00:00","Northwest Territories",43493,0.13
"2011-07-01 00:00:00",Nunavut,34185,0.10
"2011-10-01 00:00:00",Canada,34457713,100.00
"2011-10-01 00:00:00","Newfoundland and Labrador",525845,1.53
"2011-10-01 00:00:00","Prince Edward Island",144283,0.42
"2011-10-01 00:00:00","Nova Scotia",944645,2.74
"2011-10-01 00:00:00","New Brunswick",756187,2.19
"2011-10-01 00:00:00",Quebec,8021063,23.28
"2011-10-01 00:00:00",Ontario,13310604,38.63
"2011-10-01 00:00:00",Manitoba,1237390,3.59
"2011-10-01 00:00:00",Saskatchewan,1069950,3.11
"2011-10-01 00:00:00",Alberta,3805071,11.04
"2011-10-01 00:00:00","British Columbia",4529186,13.14
"2011-10-01 00:00:00",Yukon,35578,0.10
"2011-10-01 00:00:00","Northwest Territories",43576,0.13
"2011-10-01 00:00:00",Nunavut,34335,0.10
"2012-01-01 00:00:00",Canada,34516032,100.00
"2012-01-01 00:00:00","Newfoundland and Labrador",526115,1.52
"2012-01-01 00:00:00","Prince Edward Island",144208,0.42
"2012-01-01 00:00:00","Nova Scotia",943907,2.73
"2012-01-01 00:00:00","New Brunswick",757039,2.19
"2012-01-01 00:00:00",Quebec,8028516,23.26
"2012-01-01 00:00:00",Ontario,13325337,38.61
"2012-01-01 00:00:00",Manitoba,1241417,3.60
"2012-01-01 00:00:00",Saskatchewan,1073565,3.11
"2012-01-01 00:00:00",Alberta,3822425,11.07
"2012-01-01 00:00:00","British Columbia",4539775,13.15
"2012-01-01 00:00:00",Yukon,35695,0.10
"2012-01-01 00:00:00","Northwest Territories",43630,0.13
"2012-01-01 00:00:00",Nunavut,34403,0.10
"2012-04-01 00:00:00",Canada,34592192,100.00
"2012-04-01 00:00:00","Newfoundland and Labrador",525550,1.52
"2012-04-01 00:00:00","Prince Edward Island",144365,0.42
"2012-04-01 00:00:00","Nova Scotia",943317,2.73
"2012-04-01 00:00:00","New Brunswick",757024,2.19
"2012-04-01 00:00:00",Quebec,8038332,23.24
"2012-04-01 00:00:00",Ontario,13350123,38.59
"2012-04-01 00:00:00",Manitoba,1244884,3.60
"2012-04-01 00:00:00",Saskatchewan,1077170,3.11
"2012-04-01 00:00:00",Alberta,3845093,11.12
"2012-04-01 00:00:00","British Columbia",4552320,13.16
"2012-04-01 00:00:00",Yukon,35757,0.10
"2012-04-01 00:00:00","Northwest Territories",43678,0.13
"2012-04-01 00:00:00",Nunavut,34579,0.10
"2012-07-01 00:00:00",Canada,34713395,100.00
"2012-07-01 00:00:00","Newfoundland and Labrador",526235,1.52
"2012-07-01 00:00:00","Prince Edward Island",144415,0.42
"2012-07-01 00:00:00","Nova Scotia",943163,2.72
"2012-07-01 00:00:00","New Brunswick",758121,2.18
"2012-07-01 00:00:00",Quebec,8059752,23.22
"2012-07-01 00:00:00",Ontario,13392364,38.58
"2012-07-01 00:00:00",Manitoba,1249094,3.60
"2012-07-01 00:00:00",Saskatchewan,1083005,3.12
"2012-07-01 00:00:00",Alberta,3871947,11.15
"2012-07-01 00:00:00","British Columbia",4570866,13.17
"2012-07-01 00:00:00",Yukon,36151,0.10
"2012-07-01 00:00:00","Northwest Territories",43624,0.13
"2012-07-01 00:00:00",Nunavut,34658,0.10
"2012-10-01 00:00:00",Canada,34834973,100.00
"2012-10-01 00:00:00","Newfoundland and Labrador",527065,1.51
"2012-10-01 00:00:00","Prince Edward Island",144396,0.41
"2012-10-01 00:00:00","Nova Scotia",942829,2.71
"2012-10-01 00:00:00","New Brunswick",758408,2.18
"2012-10-01 00:00:00",Quebec,8076838,23.19
"2012-10-01 00:00:00",Ontario,13436625,38.57
"2012-10-01 00:00:00",Manitoba,1253210,3.60
"2012-10-01 00:00:00",Saskatchewan,1088177,3.12
"2012-10-01 00:00:00",Alberta,3897746,11.19
"2012-10-01 00:00:00","British Columbia",4594846,13.19
"2012-10-01 00:00:00",Yukon,36347,0.10
"2012-10-01 00:00:00","Northwest Territories",43656,0.13
"2012-10-01 00:00:00",Nunavut,34830,0.10
"2013-01-01 00:00:00",Canada,34881794,100.00
"2013-01-01 00:00:00","Newfoundland and Labrador",527129,1.51
"2013-01-01 00:00:00","Prince Edward Island",144041,0.41
"2013-01-01 00:00:00","Nova Scotia",942045,2.70
"2013-01-01 00:00:00","New Brunswick",758026,2.17
"2013-01-01 00:00:00",Quebec,8081006,23.17
"2013-01-01 00:00:00",Ontario,13446276,38.55
"2013-01-01 00:00:00",Manitoba,1256879,3.60
"2013-01-01 00:00:00",Saskatchewan,1090738,3.13
"2013-01-01 00:00:00",Alberta,3917941,11.23
"2013-01-01 00:00:00","British Columbia",4602742,13.20
"2013-01-01 00:00:00",Yukon,36299,0.10
"2013-01-01 00:00:00","Northwest Territories",43709,0.13
"2013-01-01 00:00:00",Nunavut,34963,0.10
"2013-04-01 00:00:00",Canada,34956567,100.00
"2013-04-01 00:00:00","Newfoundland and Labrador",527177,1.51
"2013-04-01 00:00:00","Prince Edward Island",143807,0.41
"2013-04-01 00:00:00","Nova Scotia",940647,2.69
"2013-04-01 00:00:00","New Brunswick",757854,2.17
"2013-04-01 00:00:00",Quebec,8089004,23.14
"2013-04-01 00:00:00",Ontario,13469151,38.53
"2013-04-01 00:00:00",Manitoba,1259693,3.60
"2013-04-01 00:00:00",Saskatchewan,1093549,3.13
"2013-04-01 00:00:00",Alberta,3944281,11.28
"2013-04-01 00:00:00","British Columbia",4616335,13.21
"2013-04-01 00:00:00",Yukon,36242,0.10
"2013-04-01 00:00:00","Northwest Territories",43840,0.13
"2013-04-01 00:00:00",Nunavut,34987,0.10
"2013-07-01 00:00:00",Canada,35080992,100.00
"2013-07-01 00:00:00","Newfoundland and Labrador",526960,1.50
"2013-07-01 00:00:00","Prince Edward Island",143942,0.41
"2013-07-01 00:00:00","Nova Scotia",939808,2.68
"2013-07-01 00:00:00","New Brunswick",758261,2.16
"2013-07-01 00:00:00",Quebec,8108825,23.11
"2013-07-01 00:00:00",Ontario,13511902,38.52
"2013-07-01 00:00:00",Manitoba,1263393,3.60
"2013-07-01 00:00:00",Saskatchewan,1098868,3.13
"2013-07-01 00:00:00",Alberta,3978532,11.34
"2013-07-01 00:00:00","British Columbia",4634943,13.21
"2013-07-01 00:00:00",Yukon,36454,0.10
"2013-07-01 00:00:00","Northwest Territories",43774,0.12
"2013-07-01 00:00:00",Nunavut,35330,0.10
"2013-10-01 00:00:00",Canada,35209597,100.00
"2013-10-01 00:00:00","Newfoundland and Labrador",527948,1.50
"2013-10-01 00:00:00","Prince Edward Island",143943,0.41
"2013-10-01 00:00:00","Nova Scotia",939442,2.67
"2013-10-01 00:00:00","New Brunswick",758379,2.15
"2013-10-01 00:00:00",Quebec,8122462,23.07
"2013-10-01 00:00:00",Ontario,13559499,38.51
"2013-10-01 00:00:00",Manitoba,1267105,3.60
"2013-10-01 00:00:00",Saskatchewan,1102832,3.13
"2013-10-01 00:00:00",Alberta,4008421,11.38
"2013-10-01 00:00:00","British Columbia",4663919,13.25
"2013-10-01 00:00:00",Yukon,36384,0.10
"2013-10-01 00:00:00","Northwest Territories",43727,0.12
"2013-10-01 00:00:00",Nunavut,35536,0.10
"2014-01-01 00:00:00",Canada,35247023,100.00
"2014-01-01 00:00:00","Newfoundland and Labrador",528065,1.50
"2014-01-01 00:00:00","Prince Edward Island",143828,0.41
"2014-01-01 00:00:00","Nova Scotia",939166,2.66
"2014-01-01 00:00:00","New Brunswick",758713,2.15
"2014-01-01 00:00:00",Quebec,8123138,23.05
"2014-01-01 00:00:00",Ontario,13563311,38.48
"2014-01-01 00:00:00",Manitoba,1270153,3.60
"2014-01-01 00:00:00",Saskatchewan,1105444,3.14
"2014-01-01 00:00:00",Alberta,4027497,11.43
"2014-01-01 00:00:00","British Columbia",4672025,13.26
"2014-01-01 00:00:00",Yukon,36333,0.10
"2014-01-01 00:00:00","Northwest Territories",43767,0.12
"2014-01-01 00:00:00",Nunavut,35583,0.10
"2014-04-01 00:00:00",Canada,35320540,100.00
"2014-04-01 00:00:00","Newfoundland and Labrador",527314,1.49
"2014-04-01 00:00:00","Prince Edward Island",143810,0.41
"2014-04-01 00:00:00","Nova Scotia",938175,2.66
"2014-04-01 00:00:00","New Brunswick",758570,2.15
"2014-04-01 00:00:00",Quebec,8129926,23.02
"2014-04-01 00:00:00",Ontario,13583220,38.46
"2014-04-01 00:00:00",Manitoba,1272914,3.60
"2014-04-01 00:00:00",Saskatchewan,1108674,3.14
"2014-04-01 00:00:00",Alberta,4051858,11.47
"2014-04-01 00:00:00","British Columbia",4689892,13.28
"2014-04-01 00:00:00",Yukon,36626,0.10
"2014-04-01 00:00:00","Northwest Territories",43760,0.12
"2014-04-01 00:00:00",Nunavut,35801,0.10
"2014-07-01 00:00:00",Canada,35434066,100.00
"2014-07-01 00:00:00","Newfoundland and Labrador",527970,1.49
"2014-07-01 00:00:00","Prince Edward Island",144095,0.41
"2014-07-01 00:00:00","Nova Scotia",937768,2.65
"2014-07-01 00:00:00","New Brunswick",758657,2.14
"2014-07-01 00:00:00",Quebec,8147535,22.99
"2014-07-01 00:00:00",Ontario,13617763,38.43
"2014-07-01 00:00:00",Manitoba,1277425,3.61
"2014-07-01 00:00:00",Saskatchewan,1111989,3.14
"2014-07-01 00:00:00",Alberta,4081271,11.52
"2014-07-01 00:00:00","British Columbia",4712691,13.30
"2014-07-01 00:00:00",Yukon,37085,0.10
"2014-07-01 00:00:00","Northwest Territories",43851,0.12
"2014-07-01 00:00:00",Nunavut,35966,0.10
"2014-10-01 00:00:00",Canada,35555305,100.00
"2014-10-01 00:00:00","Newfoundland and Labrador",528266,1.49
"2014-10-01 00:00:00","Prince Edward Island",144342,0.41
"2014-10-01 00:00:00","Nova Scotia",938157,2.64
"2014-10-01 00:00:00","New Brunswick",759192,2.14
"2014-10-01 00:00:00",Quebec,8162631,22.96
"2014-10-01 00:00:00",Ontario,13661282,38.42
"2014-10-01 00:00:00",Manitoba,1281690,3.60
"2014-10-01 00:00:00",Saskatchewan,1115184,3.14
"2014-10-01 00:00:00",Alberta,4103702,11.54
"2014-10-01 00:00:00","British Columbia",4743505,13.34
"2014-10-01 00:00:00",Yukon,37223,0.10
"2014-10-01 00:00:00","Northwest Territories",44031,0.12
"2014-10-01 00:00:00",Nunavut,36100,0.10
"2015-01-01 00:00:00",Canada,35571043,100.00
"2015-01-01 00:00:00","Newfoundland and Labrador",528161,1.48
"2015-01-01 00:00:00","Prince Edward Island",144162,0.41
"2015-01-01 00:00:00","Nova Scotia",937442,2.64
"2015-01-01 00:00:00","New Brunswick",759270,2.13
"2015-01-01 00:00:00",Quebec,8160176,22.94
