region,country_of_origin,total_num,num_men,num_women,total_percent,percent_men,percent_women
"British Columbia","    Somalia",1240,625,620,0.1,0.1,0.1
"British Columbia","    South Africa, Republic of",15380,7710,7670,1.1,1.2,1
"British Columbia","    Other places of birth in Africa",21955,10905,11050,1.5,1.6,1.5
"British Columbia","  Asia",905585,412460,493125,63.5,62,64.9
"British Columbia","    Afghanistan",6245,3065,3185,0.4,0.5,0.4
"British Columbia","    Iran",45970,23175,22795,3.2,3.5,3
"British Columbia","    Iraq",7000,3750,3245,0.5,0.6,0.4
"British Columbia","    Lebanon",2455,1390,1065,0.2,0.2,0.1
"British Columbia","    Syria",6545,3420,3130,0.5,0.5,0.4
"British Columbia","    Turkey",3095,1690,1410,0.2,0.3,0.2
"British Columbia","    China",217970,94905,123065,15.3,14.3,16.2
"British Columbia","    Hong Kong",78855,36815,42035,5.5,5.5,5.5
"British Columbia","    Korea, South",47520,21345,26180,3.3,3.2,3.4
"British Columbia","    Taiwan",40445,18100,22340,2.8,2.7,2.9
"British Columbia","    Philippines",131645,54350,77300,9.2,8.2,10.2
"British Columbia","    Viet Nam",32390,14475,17915,2.3,2.2,2.4
"British Columbia","    Bangladesh",3035,1520,1520,0.2,0.2,0.2
"British Columbia","    India",197115,96630,100480,13.8,14.5,13.2
"British Columbia","    Pakistan",13345,6910,6430,0.9,1,0.8
"British Columbia","    Sri Lanka",5375,2595,2775,0.4,0.4,0.4
"British Columbia","    Other places of birth in Asia",66580,28320,38260,4.7,4.3,5
"British Columbia","  Oceania and other places of birth",33225,16430,16800,2.3,2.5,2.2
"British Columbia","Total - Place of birth for the recent immigrant population in private households - 25% sample data",197420,94095,103330,100,100,100
"British Columbia","  Americas",22835,10990,11850,11.6,11.7,11.5
"British Columbia","    Brazil",5130,2430,2695,2.6,2.6,2.6
"British Columbia","    Colombia",1075,495,580,0.5,0.5,0.6
"British Columbia","    Haiti",35,25,15,0,0,0
"British Columbia","    Jamaica",1005,515,490,0.5,0.5,0.5
"British Columbia","    Mexico",3045,1450,1595,1.5,1.5,1.5
"British Columbia","    United States of America",8760,4325,4430,4.4,4.6,4.3
"British Columbia","    Venezuela",530,205,330,0.3,0.2,0.3
"British Columbia","    Other places of birth in Americas",3265,1545,1720,1.7,1.6,1.7
"British Columbia","  Europe",25290,13375,11920,12.8,14.2,11.5
"British Columbia","    France",1730,935,795,0.9,1,0.8
"British Columbia","    Germany",1380,680,705,0.7,0.7,0.7
"British Columbia","    Ireland",2420,1485,935,1.2,1.6,0.9
"British Columbia","    Italy",995,555,445,0.5,0.6,0.4
"British Columbia","    Russian Federation",2075,835,1235,1.1,0.9,1.2
"British Columbia","    Ukraine",1935,885,1045,1,0.9,1
"British Columbia","    United Kingdom",7675,4510,3165,3.9,4.8,3.1
"British Columbia","    Other places of birth in Europe",7090,3490,3605,3.6,3.7,3.5
"British Columbia","  Africa",10465,5545,4915,5.3,5.9,4.8
"British Columbia","    Algeria",65,40,20,0,0,0
"British Columbia","    Burundi",110,35,75,0.1,0,0.1
"British Columbia","    Cameroon",120,70,50,0.1,0.1,0
"British Columbia","    Congo, Democratic Republic of the",340,205,140,0.2,0.2,0.1
"British Columbia","    Cote d'Ivoire",40,25,10,0,0,0
"British Columbia","    Egypt",610,350,255,0.3,0.4,0.2
"British Columbia","    Eritrea",1515,935,585,0.8,1,0.6
"British Columbia","    Ethiopia",620,340,275,0.3,0.4,0.3
"British Columbia","    Morocco",275,115,160,0.1,0.1,0.2
"British Columbia","    Nigeria",1770,925,845,0.9,1,0.8
"British Columbia","    Somalia",255,130,125,0.1,0.1,0.1
"British Columbia","    South Africa, Republic of",1965,945,1015,1,1,1
"British Columbia","    Sudan",235,115,120,0.1,0.1,0.1
"British Columbia","    Tunisia",115,60,55,0.1,0.1,0.1
"British Columbia","    Other places of birth in Africa",2420,1245,1180,1.2,1.3,1.1
"British Columbia","  Asia",134395,61590,72805,68.1,65.5,70.5
"British Columbia","    Afghanistan",1325,700,625,0.7,0.7,0.6
"British Columbia","    Bangladesh",655,340,315,0.3,0.4,0.3
"British Columbia","    China",31450,13060,18390,15.9,13.9,17.8
"British Columbia","    Hong Kong",2515,1125,1390,1.3,1.2,1.3
"British Columbia","    India",39390,20140,19245,20,21.4,18.6
"British Columbia","    Iran",5850,2865,2980,3,3,2.9
"British Columbia","    Iraq",1545,840,705,0.8,0.9,0.7
"British Columbia","    Israel",605,365,240,0.3,0.4,0.2
"British Columbia","    Japan",2090,500,1590,1.1,0.5,1.5
"British Columbia","    Jordan",395,200,195,0.2,0.2,0.2
"British Columbia","    Korea, South",7220,2935,4280,3.7,3.1,4.1
"British Columbia","    Lebanon",395,175,215,0.2,0.2,0.2
"British Columbia","    Nepal",405,195,205,0.2,0.2,0.2
"British Columbia","    Pakistan",2390,1300,1090,1.2,1.4,1.1
"British Columbia","    Philippines",21220,9170,12055,10.7,9.7,11.7
"British Columbia","    Saudi Arabia",565,340,230,0.3,0.4,0.2
"British Columbia","    Sri Lanka",710,330,380,0.4,0.4,0.4
"British Columbia","    Syria",4955,2635,2320,2.5,2.8,2.2
"British Columbia","    Turkey",1025,615,410,0.5,0.7,0.4
"British Columbia","    United Arab Emirates",620,305,320,0.3,0.3,0.3
"British Columbia","    Viet Nam",2845,995,1850,1.4,1.1,1.8
"British Columbia","    Other places of birth in Asia",6215,2450,3770,3.1,2.6,3.6
"British Columbia","  Oceania and other",4440,2600,1840,2.2,2.8,1.8
"British Columbia","    Australia",3280,1965,1315,1.7,2.1,1.3
"British Columbia","    Other places of birth",1160,630,530,0.6,0.7,0.5
Yukon,"  Americas",775,370,405,14.4,14.5,14.3
Yukon,"    Brazil",10,0,0,0.2,0,0
Yukon,"    Colombia",15,0,15,0.3,0,0.5
Yukon,"    El Salvador",0,0,0,0,0,0
Yukon,"    Guyana",0,0,0,0,0,0
Yukon,"    Haiti",0,0,0,0,0,0
Yukon,"    Jamaica",40,15,25,0.7,0.6,0.9
Yukon,"    Mexico",65,35,30,1.2,1.4,1.1
Yukon,"    Peru",0,0,0,0,0,0
Yukon,"    Trinidad and Tobago",10,0,0,0.2,0,0
Yukon,"    United States of America",530,275,255,9.8,10.8,9
Yukon,"    Other places of birth in Americas",100,40,60,1.9,1.6,2.1
Yukon,"  Europe",1890,955,935,35.1,37.5,33
Yukon,"    Bosnia and Herzegovina",0,0,0,0,0,0
Yukon,"    Croatia",20,15,0,0.4,0.6,0
Yukon,"    France",175,90,85,3.2,3.5,3
Yukon,"    Germany",475,225,245,8.8,8.8,8.6
Yukon,"    Greece",10,10,0,0.2,0.4,0
Yukon,"    Hungary",25,15,10,0.5,0.6,0.4
Yukon,"    Italy",10,10,0,0.2,0.4,0
Yukon,"    Netherlands",100,55,45,1.9,2.2,1.6
Yukon,"    Poland",35,20,15,0.6,0.8,0.5
Yukon,"    Portugal",10,10,0,0.2,0.4,0
Yukon,"    Romania",30,10,20,0.6,0.4,0.7
Yukon,"    Russian Federation",40,20,15,0.7,0.8,0.5
Yukon,"    Serbia",0,0,0,0,0,0
Yukon,"    Ukraine",20,10,10,0.4,0.4,0.4
Yukon,"    United Kingdom",525,225,295,9.7,8.8,10.4
Yukon,"    Other places of birth in Europe",430,235,190,8,9.2,6.7
Yukon,"  Africa",200,105,95,3.7,4.1,3.4
Yukon,"    Algeria",0,10,0,0,0.4,0
Yukon,"    Congo, Democratic Republic of the",0,0,0,0,0,0
Yukon,"    Egypt",10,0,0,0.2,0,0
Yukon,"    Eritrea",10,0,0,0.2,0,0
Yukon,"    Ethiopia",15,0,10,0.3,0,0.4
Yukon,"    Morocco",10,10,0,0.2,0.4,0
Yukon,"    Nigeria",30,20,0,0.6,0.8,0
Yukon,"    Somalia",15,10,10,0.3,0.4,0.4
Yukon,"    South Africa, Republic of",15,0,15,0.3,0,0.5
Yukon,"    Other places of birth in Africa",100,55,50,1.9,2.2,1.8
Yukon,"  Asia",2380,1050,1330,44.2,41.3,46.9
Yukon,"    Afghanistan",0,0,0,0,0,0
Yukon,"    Iran",10,0,0,0.2,0,0
Yukon,"    Iraq",0,0,0,0,0,0
Yukon,"    Lebanon",0,0,0,0,0,0
Yukon,"    Syria",0,0,0,0,0,0
Yukon,"    Turkey",15,10,0,0.3,0.4,0
Yukon,"    China",230,85,150,4.3,3.3,5.3
Yukon,"    Hong Kong",30,0,20,0.6,0,0.7
Yukon,"    Korea, South",65,15,55,1.2,0.6,1.9
Yukon,"    Taiwan",15,10,10,0.3,0.4,0.4
Yukon,"    Philippines",1405,610,795,26.1,24,28
Yukon,"    Viet Nam",40,0,35,0.7,0,1.2
Yukon,"    Bangladesh",0,0,0,0,0,0
Yukon,"    India",360,205,155,6.7,8.1,5.5
Yukon,"    Pakistan",55,40,20,1,1.6,0.7
Yukon,"    Sri Lanka",15,10,10,0.3,0.4,0.4
Yukon,"    Other places of birth in Asia",125,50,75,2.3,2,2.6
Yukon,"  Oceania and other places of birth",140,65,75,2.6,2.6,2.6
Yukon,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",1125,570,555,100,100,100
Yukon,"  Americas",140,70,70,12.4,12.3,12.6
Yukon,"    Brazil",0,0,0,0,0,0
Yukon,"    Colombia",0,0,0,0,0,0
Yukon,"    Haiti",0,0,0,0,0,0
Yukon,"    Jamaica",15,0,10,1.3,0,1.8
Yukon,"    Mexico",40,20,20,3.6,3.5,3.6
Yukon,"    United States of America",40,20,25,3.6,3.5,4.5
Yukon,"    Venezuela",0,0,0,0,0,0
Yukon,"    Other places of birth in Americas",35,15,15,3.1,2.6,2.7
Yukon,"  Europe",260,140,115,23.1,24.6,20.7
Yukon,"    France",40,30,15,3.6,5.3,2.7
Yukon,"    Germany",75,30,45,6.7,5.3,8.1
Yukon,"    Ireland",0,10,0,0,1.8,0
Yukon,"    Italy",0,0,0,0,0,0
Yukon,"    Russian Federation",0,0,0,0,0,0
Yukon,"    Ukraine",0,0,0,0,0,0
Yukon,"    United Kingdom",55,25,25,4.9,4.4,4.5
Yukon,"    Other places of birth in Europe",80,50,30,7.1,8.8,5.4
Yukon,"  Africa",60,40,20,5.3,7,3.6
Yukon,"    Algeria",0,0,0,0,0,0
Yukon,"    Burundi",0,0,0,0,0,0
Yukon,"    Cameroon",0,0,0,0,0,0
Yukon,"    Congo, Democratic Republic of the",0,0,0,0,0,0
Yukon,"    Cote d'Ivoire",0,0,0,0,0,0
Yukon,"    Egypt",0,0,0,0,0,0
Yukon,"    Eritrea",0,0,0,0,0,0
Yukon,"    Ethiopia",0,0,0,0,0,0
Yukon,"    Morocco",0,0,0,0,0,0
Yukon,"    Nigeria",15,15,0,1.3,2.6,0
Yukon,"    Somalia",0,0,0,0,0,0
Yukon,"    South Africa, Republic of",0,0,0,0,0,0
Yukon,"    Sudan",0,0,0,0,0,0
Yukon,"    Tunisia",0,0,0,0,0,0
Yukon,"    Other places of birth in Africa",20,10,0,1.8,1.8,0
Yukon,"  Asia",630,300,325,56,52.6,58.6
Yukon,"    Afghanistan",0,0,0,0,0,0
Yukon,"    Bangladesh",0,0,0,0,0,0
Yukon,"    China",30,10,20,2.7,1.8,3.6
Yukon,"    Hong Kong",0,0,0,0,0,0
Yukon,"    India",260,155,100,23.1,27.2,18
Yukon,"    Iran",0,0,0,0,0,0
Yukon,"    Iraq",0,0,0,0,0,0
Yukon,"    Israel",0,0,0,0,0,0
Yukon,"    Japan",40,15,20,3.6,2.6,3.6
Yukon,"    Jordan",0,0,0,0,0,0
Yukon,"    Korea, South",25,10,20,2.2,1.8,3.6
Yukon,"    Lebanon",0,0,0,0,0,0
Yukon,"    Nepal",0,0,0,0,0,0
Yukon,"    Pakistan",25,15,10,2.2,2.6,1.8
Yukon,"    Philippines",230,95,140,20.4,16.7,25.2
Yukon,"    Saudi Arabia",0,0,0,0,0,0
Yukon,"    Sri Lanka",0,0,0,0,0,0
Yukon,"    Syria",0,0,0,0,0,0
Yukon,"    Turkey",0,0,0,0,0,0
Yukon,"    United Arab Emirates",0,0,0,0,0,0
Yukon,"    Viet Nam",0,0,0,0,0,0
Yukon,"    Other places of birth in Asia",15,0,15,1.3,0,2.7
Yukon,"  Oceania and other",35,20,20,3.1,3.5,3.6
Yukon,"    Australia",25,10,20,2.2,1.8,3.6
Yukon,"    Other places of birth",10,10,0,0.9,1.8,0
"Northwest Territories","  Americas",375,165,215,9,8,10.3
"Northwest Territories","    Brazil",10,0,10,0.2,0,0.5
"Northwest Territories","    Colombia",15,0,15,0.4,0,0.7
"Northwest Territories","    El Salvador",15,0,10,0.4,0,0.5
"Northwest Territories","    Guyana",10,10,10,0.2,0.5,0.5
"Northwest Territories","    Haiti",0,0,0,0,0,0
"Northwest Territories","    Jamaica",55,25,35,1.3,1.2,1.7
"Northwest Territories","    Mexico",25,0,15,0.6,0,0.7
"Northwest Territories","    Peru",0,0,0,0,0,0
"Northwest Territories","    Trinidad and Tobago",0,0,0,0,0,0
"Northwest Territories","    United States of America",175,80,100,4.2,3.9,4.8
"Northwest Territories","    Other places of birth in Americas",60,35,25,1.4,1.7,1.2
"Northwest Territories","  Europe",745,420,320,18,20.4,15.3
"Northwest Territories","    Bosnia and Herzegovina",10,0,0,0.2,0,0
"Northwest Territories","    Croatia",0,0,0,0,0,0
"Northwest Territories","    France",50,25,25,1.2,1.2,1.2
"Northwest Territories","    Germany",115,65,50,2.8,3.2,2.4
"Northwest Territories","    Greece",10,10,0,0.2,0.5,0
"Northwest Territories","    Hungary",25,15,0,0.6,0.7,0
"Northwest Territories","    Italy",35,20,15,0.8,1,0.7
"Northwest Territories","    Netherlands",35,20,20,0.8,1,1
"Northwest Territories","    Poland",15,10,0,0.4,0.5,0
"Northwest Territories","    Portugal",10,0,10,0.2,0,0.5
"Northwest Territories","    Romania",20,15,10,0.5,0.7,0.5
"Northwest Territories","    Russian Federation",15,10,10,0.4,0.5,0.5
"Northwest Territories","    Serbia",0,0,0,0,0,0
"Northwest Territories","    Ukraine",0,0,0,0,0,0
"Northwest Territories","    United Kingdom",275,155,120,6.6,7.5,5.8
"Northwest Territories","    Other places of birth in Europe",120,70,55,2.9,3.4,2.6
"Northwest Territories","  Africa",760,440,315,18.3,21.4,15.1
"Northwest Territories","    Algeria",35,20,15,0.8,1,0.7
"Northwest Territories","    Congo, Democratic Republic of the",0,0,0,0,0,0
"Northwest Territories","    Egypt",10,0,0,0.2,0,0
"Northwest Territories","    Eritrea",50,35,20,1.2,1.7,1
"Northwest Territories","    Ethiopia",45,25,20,1.1,1.2,1
"Northwest Territories","    Morocco",40,15,20,1,0.7,1
"Northwest Territories","    Nigeria",55,40,15,1.3,1.9,0.7
"Northwest Territories","    Somalia",65,55,10,1.6,2.7,0.5
"Northwest Territories","    South Africa, Republic of",90,55,40,2.2,2.7,1.9
"Northwest Territories","    Other places of birth in Africa",375,205,170,9,10,8.2
"Northwest Territories","  Asia",2210,1010,1195,53.3,49.1,57.3
"Northwest Territories","    Afghanistan",0,0,0,0,0,0
"Northwest Territories","    Iran",20,10,10,0.5,0.5,0.5
"Northwest Territories","    Iraq",0,0,0,0,0,0
"Northwest Territories","    Lebanon",10,0,0,0.2,0,0
"Northwest Territories","    Syria",40,30,15,1,1.5,0.7
"Northwest Territories","    Turkey",0,0,0,0,0,0
"Northwest Territories","    China",100,45,55,2.4,2.2,2.6
"Northwest Territories","    Hong Kong",45,30,20,1.1,1.5,1
"Northwest Territories","    Korea, South",45,15,35,1.1,0.7,1.7
"Northwest Territories","    Taiwan",10,0,0,0.2,0,0
"Northwest Territories","    Philippines",1175,515,665,28.3,25.1,31.9
"Northwest Territories","    Viet Nam",165,60,105,4,2.9,5
"Northwest Territories","    Bangladesh",75,35,40,1.8,1.7,1.9
"Northwest Territories","    India",265,160,105,6.4,7.8,5
"Northwest Territories","    Pakistan",75,35,40,1.8,1.7,1.9
"Northwest Territories","    Sri Lanka",10,0,0,0.2,0,0
"Northwest Territories","    Other places of birth in Asia",160,65,95,3.9,3.2,4.6
"Northwest Territories","  Oceania and other places of birth",60,20,40,1.4,1,1.9
"Northwest Territories","Total - Place of birth for the recent immigrant population in private households - 25% sample data",810,395,420,100,100,100
"Northwest Territories","  Americas",50,25,25,6.2,6.3,6
"Northwest Territories","    Brazil",0,0,0,0,0,0
"Northwest Territories","    Colombia",0,0,0,0,0,0
"Northwest Territories","    Haiti",0,0,0,0,0,0
"Northwest Territories","    Jamaica",20,10,15,2.5,2.5,3.6
"Northwest Territories","    Mexico",10,0,10,1.2,0,2.4
"Northwest Territories","    United States of America",0,0,10,0,0,2.4
"Northwest Territories","    Venezuela",0,0,0,0,0,0
"Northwest Territories","    Other places of birth in Americas",10,10,0,1.2,2.5,0
"Northwest Territories","  Europe",90,60,35,11.1,15.2,8.3
"Northwest Territories","    France",30,10,15,3.7,2.5,3.6
"Northwest Territories","    Germany",0,0,0,0,0,0
"Northwest Territories","    Ireland",10,0,0,1.2,0,0
"Northwest Territories","    Italy",0,0,0,0,0,0
"Northwest Territories","    Russian Federation",0,0,0,0,0,0
"Northwest Territories","    Ukraine",0,0,0,0,0,0
"Northwest Territories","    United Kingdom",10,10,10,1.2,2.5,2.4
"Northwest Territories","    Other places of birth in Europe",35,30,10,4.3,7.6,2.4
"Northwest Territories","  Africa",175,75,100,21.6,19,23.8
"Northwest Territories","    Algeria",0,0,0,0,0,0
"Northwest Territories","    Burundi",0,0,0,0,0,0
"Northwest Territories","    Cameroon",0,0,0,0,0,0
"Northwest Territories","    Congo, Democratic Republic of the",0,0,0,0,0,0
"Northwest Territories","    Cote d'Ivoire",0,0,0,0,0,0
"Northwest Territories","    Egypt",10,0,0,1.2,0,0
"Northwest Territories","    Eritrea",25,0,20,3.1,0,4.8
"Northwest Territories","    Ethiopia",20,0,15,2.5,0,3.6
"Northwest Territories","    Morocco",0,0,0,0,0,0
"Northwest Territories","    Nigeria",10,10,0,1.2,2.5,0
"Northwest Territories","    Somalia",20,15,0,2.5,3.8,0
"Northwest Territories","    South Africa, Republic of",20,10,15,2.5,2.5,3.6
"Northwest Territories","    Sudan",30,10,25,3.7,2.5,6
"Northwest Territories","    Tunisia",0,0,0,0,0,0
"Northwest Territories","    Other places of birth in Africa",40,20,15,4.9,5.1,3.6
"Northwest Territories","  Asia",495,235,265,61.1,59.5,63.1
"Northwest Territories","    Afghanistan",0,0,0,0,0,0
"Northwest Territories","    Bangladesh",20,0,10,2.5,0,2.4
"Northwest Territories","    China",20,10,10,2.5,2.5,2.4
"Northwest Territories","    Hong Kong",0,0,0,0,0,0
"Northwest Territories","    India",95,55,40,11.7,13.9,9.5
"Northwest Territories","    Iran",0,0,0,0,0,0
"Northwest Territories","    Iraq",0,0,0,0,0,0
"Northwest Territories","    Israel",0,0,0,0,0,0
"Northwest Territories","    Japan",0,0,0,0,0,0
"Northwest Territories","    Jordan",10,10,0,1.2,2.5,0
"Northwest Territories","    Korea, South",0,0,10,0,0,2.4
"Northwest Territories","    Lebanon",0,0,0,0,0,0
"Northwest Territories","    Nepal",0,0,0,0,0,0
"Northwest Territories","    Pakistan",20,10,20,2.5,2.5,4.8
"Northwest Territories","    Philippines",275,115,165,34,29.1,39.3
"Northwest Territories","    Saudi Arabia",0,0,0,0,0,0
"Northwest Territories","    Sri Lanka",0,0,0,0,0,0
"Northwest Territories","    Syria",35,25,10,4.3,6.3,2.4
"Northwest Territories","    Turkey",0,0,0,0,0,0
"Northwest Territories","    United Arab Emirates",0,0,0,0,0,0
"Northwest Territories","    Viet Nam",10,0,0,1.2,0,0
"Northwest Territories","    Other places of birth in Asia",10,0,0,1.2,0,0
"Northwest Territories","  Oceania and other",0,10,0,0,2.5,0
"Northwest Territories","    Australia",0,0,0,0,0,0
"Northwest Territories","    Other places of birth",0,0,0,0,0,0
Nunavut,"  Americas",200,85,115,17.2,14.9,19.3
Nunavut,"    Brazil",10,0,10,0.9,0,1.7
Nunavut,"    Colombia",0,0,0,0,0,0
Nunavut,"    El Salvador",0,0,0,0,0,0
Nunavut,"    Guyana",10,0,0,0.9,0,0
Nunavut,"    Haiti",10,0,0,0.9,0,0
Nunavut,"    Jamaica",45,15,30,3.9,2.6,5
Nunavut,"    Mexico",10,10,10,0.9,1.8,1.7
Nunavut,"    Peru",0,0,0,0,0,0
Nunavut,"    Trinidad and Tobago",10,10,0,0.9,1.8,0
Nunavut,"    United States of America",65,25,35,5.6,4.4,5.9
Nunavut,"    Other places of birth in Americas",40,25,15,3.4,4.4,2.5
Nunavut,"  Europe",170,100,75,14.6,17.5,12.6
Nunavut,"    Bosnia and Herzegovina",0,0,0,0,0,0
Nunavut,"    Croatia",10,0,0,0.9,0,0
Nunavut,"    France",15,0,10,1.3,0,1.7
Nunavut,"    Germany",15,10,10,1.3,1.8,1.7
Nunavut,"    Greece",0,0,0,0,0,0
Nunavut,"    Hungary",10,0,0,0.9,0,0
Nunavut,"    Italy",0,0,0,0,0,0
Nunavut,"    Netherlands",0,0,0,0,0,0
Nunavut,"    Poland",10,10,0,0.9,1.8,0
Nunavut,"    Portugal",0,0,0,0,0,0
Nunavut,"    Romania",10,10,10,0.9,1.8,1.7
Nunavut,"    Russian Federation",10,10,10,0.9,1.8,1.7
Nunavut,"    Serbia",0,0,0,0,0,0
Nunavut,"    Ukraine",10,0,10,0.9,0,1.7
Nunavut,"    United Kingdom",55,35,20,4.7,6.1,3.4
Nunavut,"    Other places of birth in Europe",35,15,15,3,2.6,2.5
Nunavut,"  Africa",305,170,135,26.2,29.8,22.7
Nunavut,"    Algeria",0,0,0,0,0,0
Nunavut,"    Congo, Democratic Republic of the",0,0,0,0,0,0
Nunavut,"    Egypt",0,0,0,0,0,0
Nunavut,"    Eritrea",0,0,0,0,0,0
Nunavut,"    Ethiopia",20,15,0,1.7,2.6,0
Nunavut,"    Morocco",0,0,0,0,0,0
Nunavut,"    Nigeria",65,30,35,5.6,5.3,5.9
Nunavut,"    Somalia",0,0,0,0,0,0
Nunavut,"    South Africa, Republic of",10,10,10,0.9,1.8,1.7
Nunavut,"    Other places of birth in Africa",190,100,90,16.3,17.5,15.1
Nunavut,"  Asia",480,205,275,41.2,36,46.2
Nunavut,"    Afghanistan",0,0,0,0,0,0
Nunavut,"    Iran",10,0,0,0.9,0,0
Nunavut,"    Iraq",0,0,0,0,0,0
Nunavut,"    Lebanon",10,10,0,0.9,1.8,0
Nunavut,"    Syria",0,0,0,0,0,0
Nunavut,"    Turkey",0,0,0,0,0,0
Nunavut,"    China",25,10,20,2.1,1.8,3.4
Nunavut,"    Hong Kong",10,10,10,0.9,1.8,1.7
Nunavut,"    Korea, South",10,0,0,0.9,0,0
Nunavut,"    Taiwan",0,0,0,0,0,0
Nunavut,"    Philippines",255,95,165,21.9,16.7,27.7
Nunavut,"    Viet Nam",0,0,0,0,0,0
Nunavut,"    Bangladesh",15,10,0,1.3,1.8,0
Nunavut,"    India",65,35,30,5.6,6.1,5
Nunavut,"    Pakistan",35,15,15,3,2.6,2.5
Nunavut,"    Sri Lanka",15,10,10,1.3,1.8,1.7
Nunavut,"    Other places of birth in Asia",35,10,20,3,1.8,3.4
Nunavut,"  Oceania and other places of birth",10,10,0,0.9,1.8,0
Nunavut,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",240,100,140,100,100,100
Nunavut,"  Americas",50,15,35,20.8,15,25
Nunavut,"    Brazil",0,0,0,0,0,0
Nunavut,"    Colombia",0,0,0,0,0,0
Nunavut,"    Haiti",0,0,0,0,0,0
Nunavut,"    Jamaica",15,0,10,6.3,0,7.1
Nunavut,"    Mexico",0,0,0,0,0,0
Nunavut,"    United States of America",15,0,15,6.3,0,10.7
Nunavut,"    Venezuela",0,0,0,0,0,0
Nunavut,"    Other places of birth in Americas",10,0,0,4.2,0,0
Nunavut,"  Europe",10,10,0,4.2,10,0
Nunavut,"    France",0,10,0,0,10,0
Nunavut,"    Germany",0,0,0,0,0,0
Nunavut,"    Ireland",0,0,0,0,0,0
Nunavut,"    Italy",0,0,0,0,0,0
Nunavut,"    Russian Federation",0,0,0,0,0,0
Nunavut,"    Ukraine",0,0,0,0,0,0
Nunavut,"    United Kingdom",0,0,0,0,0,0
Nunavut,"    Other places of birth in Europe",0,0,0,0,0,0
Nunavut,"  Africa",70,30,35,29.2,30,25
Nunavut,"    Algeria",0,0,0,0,0,0
Nunavut,"    Burundi",0,0,0,0,0,0
Nunavut,"    Cameroon",10,10,10,4.2,10,7.1
Nunavut,"    Congo, Democratic Republic of the",0,0,0,0,0,0
Nunavut,"    Cote d'Ivoire",0,0,0,0,0,0
Nunavut,"    Egypt",0,0,0,0,0,0
Nunavut,"    Eritrea",0,0,0,0,0,0
Nunavut,"    Ethiopia",15,10,0,6.3,10,0
Nunavut,"    Morocco",0,0,0,0,0,0
Nunavut,"    Nigeria",15,10,10,6.3,10,7.1
Nunavut,"    Somalia",0,0,0,0,0,0
Nunavut,"    South Africa, Republic of",0,0,0,0,0,0
Nunavut,"    Sudan",0,0,0,0,0,0
Nunavut,"    Tunisia",0,0,0,0,0,0
Nunavut,"    Other places of birth in Africa",25,15,10,10.4,15,7.1
Nunavut,"  Asia",105,40,65,43.8,40,46.4
Nunavut,"    Afghanistan",0,0,0,0,0,0
Nunavut,"    Bangladesh",10,10,0,4.2,10,0
Nunavut,"    China",10,0,10,4.2,0,7.1
Nunavut,"    Hong Kong",0,0,0,0,0,0
Nunavut,"    India",25,10,10,10.4,10,7.1
Nunavut,"    Iran",0,0,0,0,0,0
Nunavut,"    Iraq",0,0,0,0,0,0
Nunavut,"    Israel",0,0,0,0,0,0
Nunavut,"    Japan",0,0,0,0,0,0
Nunavut,"    Jordan",0,0,0,0,0,0
Nunavut,"    Korea, South",0,0,0,0,0,0
Nunavut,"    Lebanon",0,0,0,0,0,0
Nunavut,"    Nepal",0,0,0,0,0,0
Nunavut,"    Pakistan",0,0,10,0,0,7.1
Nunavut,"    Philippines",50,20,35,20.8,20,25
Nunavut,"    Saudi Arabia",0,0,0,0,0,0
Nunavut,"    Sri Lanka",10,0,10,4.2,0,7.1
Nunavut,"    Syria",0,0,0,0,0,0
Nunavut,"    Turkey",0,0,0,0,0,0
Nunavut,"    United Arab Emirates",0,0,0,0,0,0
Nunavut,"    Viet Nam",0,0,0,0,0,0
Nunavut,"    Other places of birth in Asia",0,0,10,0,0,7.1
Nunavut,"  Oceania and other",0,10,0,0,10,0
Nunavut,"    Australia",0,10,0,0,10,0
Nunavut,"    Other places of birth",0,0,0,0,0,0
