city,geo_code,age,total_num,num_men,num_women,total_percent,percent_men,percent_women,total_pop
Cranbrook,905,"90 to 94 years",210,90,130,0.8,0.7,1,27040
Cranbrook,905,"95 to 99 years",45,25,25,0.2,0.2,0.2,27040
Cranbrook,905,"100 years and over",5,0,5,0,0,0,27040
Cranbrook,905,"Average age of the population",45,44,45,44.6,43.8,45.4,27040
"Dawson Creek",975,"0 to 14 years",3420,1760,1660,19.1,19.7,18.6,17870
"Dawson Creek",975,"60 to 64 years",1170,565,610,6.5,6.3,6.8,17870
"Dawson Creek",975,"50 to 54 years",1045,475,570,5.8,5.3,6.4,17870
"Dawson Creek",975,"45 to 49 years",1050,520,525,5.9,5.8,5.9,17870
"Dawson Creek",975,"40 to 44 years",1075,525,550,6,5.9,6.2,17870
"Dawson Creek",975,"35 to 39 years",1345,685,655,7.5,7.7,7.3,17870
"Dawson Creek",975,"30 to 34 years",1370,705,675,7.7,7.9,7.6,17870
"Dawson Creek",975,"25 to 29 years",1290,655,640,7.2,7.3,7.2,17870
"Dawson Creek",975,"20 to 24 years",1115,585,535,6.2,6.5,6,17870
"Dawson Creek",975,"15 to 19 years",1045,580,470,5.8,6.5,5.3,17870
"Dawson Creek",975,"15 to 64 years",11740,5940,5805,65.7,66.4,65,17870
"Dawson Creek",975,"10 to 14 years",1085,585,505,6.1,6.5,5.7,17870
"Dawson Creek",975,"5 to 9 years",1215,595,620,6.8,6.7,6.9,17870
"Dawson Creek",975,"0 to 4 years",1120,585,540,6.3,6.5,6,17870
"Dawson Creek",975,"55 to 59 years",1230,645,585,6.9,7.2,6.5,17870
"Dawson Creek",975,"Median age of the population",38,36,38,37.6,36.4,38.4,17870
"Dawson Creek",975,"Average age of the population",39,38,40,38.9,38,39.9,17870
"Dawson Creek",975,"100 years and over",0,0,0,0,0,0,17870
"Dawson Creek",975,"95 to 99 years",10,0,5,0.1,0,0.1,17870
"Dawson Creek",975,"90 to 94 years",90,35,55,0.5,0.4,0.6,17870
"Dawson Creek",975,"85 to 89 years",220,85,135,1.2,1,1.5,17870
"Dawson Creek",975,"85 years and over",320,120,200,1.8,1.3,2.2,17870
"Dawson Creek",975,"80 to 84 years",320,140,180,1.8,1.6,2,17870
"Dawson Creek",975,"75 to 79 years",450,215,235,2.5,2.4,2.6,17870
"Dawson Creek",975,"70 to 74 years",695,310,390,3.9,3.5,4.4,17870
"Dawson Creek",975,"65 to 69 years",925,460,460,5.2,5.1,5.1,17870
"Dawson Creek",975,"65 years and over",2710,1240,1470,15.2,13.9,16.5,17870
Dolbeau-Mistassini,411,"Median age of the population",50,49,52,50.4,49.2,51.6,15305
Dolbeau-Mistassini,411,"100 years and over",0,0,0,0,0,0,15305
Dolbeau-Mistassini,411,"95 to 99 years",70,40,40,0.5,0.5,0.5,15305
Dolbeau-Mistassini,411,"90 to 94 years",120,35,85,0.8,0.5,1.1,15305
Dolbeau-Mistassini,411,"85 to 89 years",360,130,230,2.4,1.7,3,15305
Dolbeau-Mistassini,411,"85 years and over",555,205,350,3.6,2.7,4.6,15305
Dolbeau-Mistassini,411,"80 to 84 years",450,205,250,2.9,2.7,3.3,15305
Dolbeau-Mistassini,411,"75 to 79 years",770,415,355,5,5.4,4.7,15305
Dolbeau-Mistassini,411,"70 to 74 years",1150,585,565,7.5,7.6,7.4,15305
Dolbeau-Mistassini,411,"65 to 69 years",1270,620,650,8.3,8.1,8.5,15305
Dolbeau-Mistassini,411,"65 years and over",4200,2030,2170,27.4,26.4,28.4,15305
Dolbeau-Mistassini,411,"60 to 64 years",1455,730,730,9.5,9.5,9.6,15305
Dolbeau-Mistassini,411,"55 to 59 years",1260,630,630,8.2,8.2,8.3,15305
Dolbeau-Mistassini,411,"50 to 54 years",795,405,390,5.2,5.3,5.1,15305
Dolbeau-Mistassini,411,"45 to 49 years",780,395,385,5.1,5.1,5,15305
Dolbeau-Mistassini,411,"40 to 44 years",955,470,485,6.2,6.1,6.4,15305
Dolbeau-Mistassini,411,"35 to 39 years",815,405,410,5.3,5.3,5.4,15305
Dolbeau-Mistassini,411,"30 to 34 years",670,330,340,4.4,4.3,4.5,15305
Dolbeau-Mistassini,411,"25 to 29 years",615,330,285,4,4.3,3.7,15305
Dolbeau-Mistassini,411,"20 to 24 years",630,330,300,4.1,4.3,3.9,15305
Dolbeau-Mistassini,411,"15 to 19 years",785,400,375,5.1,5.2,4.9,15305
Dolbeau-Mistassini,411,"15 to 64 years",8760,4435,4330,57.2,57.7,56.7,15305
Dolbeau-Mistassini,411,"10 to 14 years",920,480,440,6,6.3,5.8,15305
Dolbeau-Mistassini,411,"5 to 9 years",775,405,370,5.1,5.3,4.8,15305
Dolbeau-Mistassini,411,"0 to 4 years",645,330,320,4.2,4.3,4.2,15305
Dolbeau-Mistassini,411,"0 to 14 years",2345,1215,1130,15.3,15.8,14.8,15305
Dolbeau-Mistassini,411,"Average age of the population",47,46,47,46.7,46,47.4,15305
Drummondville,447,"35 to 39 years",6075,3135,2935,6,6.2,5.8,101610
Drummondville,447,"30 to 34 years",5940,3115,2825,5.8,6.1,5.6,101610
Drummondville,447,"25 to 29 years",5610,2895,2715,5.5,5.7,5.3,101610
Drummondville,447,"20 to 24 years",5185,2715,2465,5.1,5.3,4.9,101610
Drummondville,447,"15 to 19 years",5415,2805,2610,5.3,5.5,5.1,101610
Drummondville,447,"15 to 64 years",61970,31670,30300,61,62.3,59.7,101610
Drummondville,447,"10 to 14 years",6060,3130,2930,6,6.2,5.8,101610
Drummondville,447,"5 to 9 years",5720,2925,2800,5.6,5.8,5.5,101610
Drummondville,447,"0 to 4 years",5215,2665,2545,5.1,5.2,5,101610
Drummondville,447,"0 to 14 years",16995,8720,8275,16.7,17.2,16.3,101610
Drummondville,447,"40 to 44 years",7225,3640,3585,7.1,7.2,7.1,101610
Drummondville,447,"45 to 49 years",5940,3060,2885,5.8,6,5.7,101610
Drummondville,447,"50 to 54 years",5840,3020,2815,5.7,5.9,5.5,101610
Drummondville,447,"55 to 59 years",7250,3635,3620,7.1,7.1,7.1,101610
Drummondville,447,"60 to 64 years",7485,3640,3845,7.4,7.2,7.6,101610
Drummondville,447,"65 years and over",22645,10450,12195,22.3,20.6,24,101610
Drummondville,447,"65 to 69 years",7125,3535,3590,7,7,7.1,101610
Drummondville,447,"70 to 74 years",6215,2960,3260,6.1,5.8,6.4,101610
Drummondville,447,"75 to 79 years",4260,1950,2310,4.2,3.8,4.5,101610
Drummondville,447,"80 to 84 years",2625,1185,1435,2.6,2.3,2.8,101610
Drummondville,447,"85 years and over",2415,820,1595,2.4,1.6,3.1,101610
Drummondville,447,"85 to 89 years",1515,590,925,1.5,1.2,1.8,101610
Drummondville,447,"90 to 94 years",715,190,525,0.7,0.4,1,101610
Drummondville,447,"95 to 99 years",160,40,125,0.2,0.1,0.2,101610
Drummondville,447,"100 years and over",30,5,25,0,0,0,101610
Drummondville,447,"Average age of the population",43,42,44,43.2,42.2,44.2,101610
Drummondville,447,"Median age of the population",44,43,45,44,42.8,44.8,101610
Duncan,937,"Median age of the population",50,48,51,50,48.4,51.2,47580
Duncan,937,"Average age of the population",47,46,47,46.6,45.7,47.4,47580
Duncan,937,"100 years and over",15,0,15,0,0,0.1,47580
Duncan,937,"95 to 99 years",105,35,70,0.2,0.2,0.3,47580
Duncan,937,"90 to 94 years",470,160,310,1,0.7,1.3,47580
Duncan,937,"85 to 89 years",920,445,475,1.9,1.9,1.9,47580
Duncan,937,"85 years and over",1510,635,870,3.2,2.8,3.5,47580
Duncan,937,"80 to 84 years",1575,760,815,3.3,3.3,3.3,47580
Duncan,937,"75 to 79 years",2340,1105,1235,4.9,4.8,5,47580
Duncan,937,"70 to 74 years",3645,1755,1890,7.7,7.6,7.7,47580
Duncan,937,"65 to 69 years",4035,1900,2135,8.5,8.2,8.7,47580
Duncan,937,"65 years and over",13100,6155,6945,27.5,26.7,28.3,47580
Duncan,937,"60 to 64 years",4095,1915,2175,8.6,8.3,8.9,47580
Duncan,937,"50 to 54 years",2845,1340,1505,6,5.8,6.1,47580
Duncan,937,"45 to 49 years",2565,1245,1320,5.4,5.4,5.4,47580
Duncan,937,"40 to 44 years",2620,1265,1355,5.5,5.5,5.5,47580
Duncan,937,"35 to 39 years",2750,1270,1480,5.8,5.5,6,47580
Duncan,937,"30 to 34 years",2510,1255,1255,5.3,5.4,5.1,47580
Duncan,937,"25 to 29 years",2100,1065,1030,4.4,4.6,4.2,47580
Duncan,937,"20 to 24 years",2035,1090,945,4.3,4.7,3.8,47580
Duncan,937,"15 to 19 years",2350,1215,1135,4.9,5.3,4.6,47580
Duncan,937,"15 to 64 years",27545,13380,14165,57.9,58.1,57.7,47580
Duncan,937,"10 to 14 years",2520,1265,1250,5.3,5.5,5.1,47580
Duncan,937,"5 to 9 years",2445,1240,1210,5.1,5.4,4.9,47580
Duncan,937,"0 to 4 years",1970,990,975,4.1,4.3,4,47580
Duncan,937,"0 to 14 years",6935,3500,3440,14.6,15.2,14,47580
Duncan,937,"55 to 59 years",3670,1705,1965,7.7,7.4,8,47580
Edmonton,835,"0 to 14 years",263830,135100,128730,18.6,19.1,18.1,1418120
Edmonton,835,"0 to 4 years",83630,42965,40670,5.9,6.1,5.7,1418120
Edmonton,835,"5 to 9 years",91040,46450,44590,6.4,6.6,6.3,1418120
Edmonton,835,"10 to 14 years",89160,45685,43475,6.3,6.5,6.1,1418120
Edmonton,835,"15 to 64 years",949830,476490,473340,67,67.5,66.5,1418120
Edmonton,835,"15 to 19 years",80195,41405,38790,5.7,5.9,5.4,1418120
Edmonton,835,"20 to 24 years",88185,45390,42795,6.2,6.4,6,1418120
Edmonton,835,"25 to 29 years",99195,49810,49385,7,7.1,6.9,1418120
Edmonton,835,"30 to 34 years",113995,56715,57275,8,8,8,1418120
Edmonton,835,"35 to 39 years",116235,58050,58185,8.2,8.2,8.2,1418120
Edmonton,835,"40 to 44 years",102840,51665,51175,7.3,7.3,7.2,1418120
Edmonton,835,"45 to 49 years",90635,45365,45260,6.4,6.4,6.4,1418120
Edmonton,835,"50 to 54 years",85130,42625,42505,6,6,6,1418120
Edmonton,835,"55 to 59 years",88310,43540,44770,6.2,6.2,6.3,1418120
Edmonton,835,"60 to 64 years",85115,41910,43200,6,5.9,6.1,1418120
Edmonton,835,"65 years and over",204460,94230,110230,14.4,13.4,15.5,1418120
Edmonton,835,"65 to 69 years",69870,33900,35970,4.9,4.8,5,1418120
Edmonton,835,"70 to 74 years",52960,25185,27775,3.7,3.6,3.9,1418120
Edmonton,835,"75 to 79 years",33995,15655,18345,2.4,2.2,2.6,1418120
Edmonton,835,"80 to 84 years",23245,10375,12870,1.6,1.5,1.8,1418120
Edmonton,835,"85 years and over",24395,9120,15280,1.7,1.3,2.1,1418120
Edmonton,835,"85 to 89 years",15120,6065,9055,1.1,0.9,1.3,1418120
Edmonton,835,"90 to 94 years",7030,2490,4535,0.5,0.4,0.6,1418120
Edmonton,835,"95 to 99 years",1965,495,1475,0.1,0.1,0.2,1418120
Edmonton,835,"100 years and over",280,65,210,0,0,0,1418120
Edmonton,835,"Average age of the population",39,38,40,38.8,38,39.5,1418120
Edmonton,835,"Median age of the population",38,37,38,37.6,37.2,38.4,1418120
Edmundston,335,"20 to 24 years",950,475,480,4.3,4.4,4.2,22145
Edmundston,335,"70 to 74 years",1755,840,915,7.9,7.8,8.1,22145
Edmundston,335,"0 to 4 years",715,360,350,3.2,3.3,3.1,22145
Edmundston,335,"5 to 9 years",840,450,390,3.8,4.2,3.4,22145
Edmundston,335,"10 to 14 years",1030,515,515,4.7,4.8,4.5,22145
Edmundston,335,"15 to 64 years",13160,6580,6585,59.4,61,58,22145
Edmundston,335,"15 to 19 years",1010,520,495,4.6,4.8,4.4,22145
Edmundston,335,"0 to 14 years",2580,1320,1255,11.7,12.2,11.1,22145
Edmundston,335,"25 to 29 years",955,475,485,4.3,4.4,4.3,22145
Edmundston,335,"30 to 34 years",1010,515,490,4.6,4.8,4.3,22145
Edmundston,335,"Median age of the population",53,51,54,52.8,51.2,54.4,22145
Edmundston,335,"Average age of the population",49,48,50,48.8,47.5,50,22145
Edmundston,335,"100 years and over",20,5,25,0.1,0,0.2,22145
Edmundston,335,"95 to 99 years",110,15,90,0.5,0.1,0.8,22145
Edmundston,335,"90 to 94 years",250,80,170,1.1,0.7,1.5,22145
Edmundston,335,"85 to 89 years",445,180,270,2,1.7,2.4,22145
Edmundston,335,"35 to 39 years",1150,595,560,5.2,5.5,4.9,22145
Edmundston,335,"85 years and over",825,275,550,3.7,2.5,4.8,22145
Edmundston,335,"80 to 84 years",740,295,445,3.3,2.7,3.9,22145
Edmundston,335,"75 to 79 years",1090,510,580,4.9,4.7,5.1,22145
Edmundston,335,"40 to 44 years",1265,610,650,5.7,5.7,5.7,22145
Edmundston,335,"65 to 69 years",2000,975,1020,9,9,9,22145
Edmundston,335,"65 years and over",6405,2895,3510,28.9,26.8,30.9,22145
Edmundston,335,"60 to 64 years",2155,1045,1100,9.7,9.7,9.7,22145
Edmundston,335,"55 to 59 years",1890,925,960,8.5,8.6,8.5,22145
Edmundston,335,"50 to 54 years",1415,695,725,6.4,6.4,6.4,22145
Edmundston,335,"45 to 49 years",1360,715,640,6.1,6.6,5.6,22145
"Elliot Lake",582,"Median age of the population",60,60,61,60.4,60,61.2,11370
"Elliot Lake",582,"Average age of the population",53,53,54,53.4,52.7,53.9,11370
"Elliot Lake",582,"100 years and over",0,0,0,0,0,0,11370
"Elliot Lake",582,"80 to 84 years",590,285,305,5.2,5.1,5.2,11370
"Elliot Lake",582,"95 to 99 years",20,5,15,0.2,0.1,0.3,11370
"Elliot Lake",582,"90 to 94 years",120,40,75,1.1,0.7,1.3,11370
"Elliot Lake",582,"85 to 89 years",290,130,160,2.6,2.3,2.7,11370
"Elliot Lake",582,"85 years and over",430,180,260,3.8,3.2,4.5,11370
"Elliot Lake",582,"75 to 79 years",910,445,465,8,8,8,11370
"Elliot Lake",582,"70 to 74 years",1320,655,670,11.6,11.8,11.5,11370
"Elliot Lake",582,"65 to 69 years",1285,650,640,11.3,11.7,11,11370
"Elliot Lake",582,"65 years and over",4540,2210,2340,39.9,39.8,40.2,11370
"Elliot Lake",582,"60 to 64 years",1240,550,685,10.9,9.9,11.8,11370
"Elliot Lake",582,"55 to 59 years",875,425,455,7.7,7.7,7.8,11370
"Elliot Lake",582,"50 to 54 years",590,290,305,5.2,5.2,5.2,11370
"Elliot Lake",582,"45 to 49 years",420,195,220,3.7,3.5,3.8,11370
"Elliot Lake",582,"40 to 44 years",445,230,215,3.9,4.1,3.7,11370
"Elliot Lake",582,"35 to 39 years",485,245,240,4.3,4.4,4.1,11370
"Elliot Lake",582,"30 to 34 years",470,230,240,4.1,4.1,4.1,11370
"Elliot Lake",582,"25 to 29 years",405,200,205,3.6,3.6,3.5,11370
"Elliot Lake",582,"20 to 24 years",350,195,155,3.1,3.5,2.7,11370
"Elliot Lake",582,"15 to 19 years",375,190,185,3.3,3.4,3.2,11370
"Elliot Lake",582,"15 to 64 years",5655,2755,2900,49.7,49.6,49.8,11370
"Elliot Lake",582,"10 to 14 years",420,220,200,3.7,4,3.4,11370
"Elliot Lake",582,"5 to 9 years",400,185,210,3.5,3.3,3.6,11370
"Elliot Lake",582,"0 to 4 years",355,180,175,3.1,3.2,3,11370
"Elliot Lake",582,"0 to 14 years",1175,590,585,10.3,10.6,10.1,11370
Essa,563,"55 to 59 years",1795,915,880,7.8,7.9,7.8,22975
Essa,563,"60 to 64 years",1410,695,715,6.1,6,6.3,22975
Essa,563,"65 years and over",2730,1335,1390,11.9,11.5,12.3,22975
Essa,563,"65 to 69 years",1015,505,510,4.4,4.3,4.5,22975
Essa,563,"70 to 74 years",800,385,420,3.5,3.3,3.7,22975
Essa,563,"75 to 79 years",480,245,235,2.1,2.1,2.1,22975
Essa,563,"80 to 84 years",250,125,125,1.1,1.1,1.1,22975
Essa,563,"85 years and over",180,80,105,0.8,0.7,0.9,22975
Essa,563,"50 to 54 years",1560,800,755,6.8,6.9,6.7,22975
Essa,563,"85 to 89 years",125,55,70,0.5,0.5,0.6,22975
Essa,563,"90 to 94 years",45,25,20,0.2,0.2,0.2,22975
Essa,563,"95 to 99 years",10,0,10,0,0,0.1,22975
Essa,563,"100 years and over",0,0,0,0,0,0,22975
Essa,563,"Average age of the population",38,38,38,37.9,37.5,38.2,22975
Essa,563,"Median age of the population",38,37,38,37.6,37.2,38,22975
Essa,563,"5 to 9 years",1615,820,795,7,7,7,22975
Essa,563,"0 to 14 years",4625,2380,2250,20.1,20.4,19.9,22975
Essa,563,"45 to 49 years",1540,780,760,6.7,6.7,6.7,22975
Essa,563,"40 to 44 years",1545,790,755,6.7,6.8,6.7,22975
Essa,563,"35 to 39 years",1915,955,960,8.3,8.2,8.5,22975
Essa,563,"30 to 34 years",1825,920,905,7.9,7.9,8,22975
Essa,563,"0 to 4 years",1455,765,695,6.3,6.6,6.1,22975
Essa,563,"20 to 24 years",1220,645,570,5.3,5.5,5,22975
Essa,563,"15 to 19 years",1345,695,645,5.9,6,5.7,22975
Essa,563,"15 to 64 years",15620,7925,7685,68,68.1,67.8,22975
Essa,563,"10 to 14 years",1550,795,755,6.7,6.8,6.7,22975
Essa,563,"25 to 29 years",1465,735,730,6.4,6.3,6.4,22975
Estevan,750,"Median age of the population",39,39,40,39.2,38.8,39.6,12800
Estevan,750,"Average age of the population",40,39,40,39.8,39.4,40.2,12800
Estevan,750,"100 years and over",5,0,5,0,0,0.1,12800
Estevan,750,"95 to 99 years",25,5,20,0.2,0.1,0.3,12800
Estevan,750,"90 to 94 years",90,30,55,0.7,0.5,0.9,12800
Estevan,750,"85 to 89 years",175,65,105,1.4,1,1.7,12800
Estevan,750,"85 years and over",295,105,190,2.3,1.6,3,12800
Estevan,750,"80 to 84 years",230,100,130,1.8,1.5,2.1,12800
Estevan,750,"75 to 79 years",350,160,190,2.7,2.5,3,12800
Estevan,750,"70 to 74 years",460,240,225,3.6,3.7,3.6,12800
Estevan,750,"65 to 69 years",695,360,335,5.4,5.6,5.3,12800
Estevan,750,"65 years and over",2030,970,1060,15.9,15,16.8,12800
Estevan,750,"60 to 64 years",830,415,415,6.5,6.4,6.6,12800
Estevan,750,"55 to 59 years",920,475,445,7.2,7.3,7.1,12800
Estevan,750,"50 to 54 years",750,390,360,5.9,6,5.7,12800
Estevan,750,"45 to 49 years",805,440,365,6.3,6.8,5.8,12800
Estevan,750,"40 to 44 years",905,445,460,7.1,6.9,7.3,12800
Estevan,750,"35 to 39 years",945,485,470,7.4,7.5,7.4,12800
Estevan,750,"30 to 34 years",950,485,470,7.4,7.5,7.4,12800
Estevan,750,"25 to 29 years",810,450,360,6.3,6.9,5.7,12800
Estevan,750,"20 to 24 years",655,360,300,5.1,5.6,4.8,12800
Estevan,750,"15 to 19 years",775,385,400,6.1,5.9,6.3,12800
Estevan,750,"15 to 64 years",8350,4320,4025,65.2,66.6,63.8,12800
Estevan,750,"10 to 14 years",840,405,430,6.6,6.2,6.8,12800
Estevan,750,"5 to 9 years",825,400,420,6.4,6.2,6.7,12800
Estevan,750,"0 to 4 years",760,390,370,5.9,6,5.9,12800
Estevan,750,"0 to 14 years",2420,1200,1225,18.9,18.5,19.4,12800
"Fort St. John",977,"65 years and over",2720,1315,1410,9.5,8.9,10.1,28725
"Fort St. John",977,"65 to 69 years",1075,540,535,3.7,3.6,3.8,28725
"Fort St. John",977,"70 to 74 years",670,340,330,2.3,2.3,2.4,28725
"Fort St. John",977,"75 to 79 years",445,210,235,1.5,1.4,1.7,28725
"Fort St. John",977,"80 to 84 years",295,145,150,1,1,1.1,28725
"Fort St. John",977,"85 years and over",240,85,155,0.8,0.6,1.1,28725
"Fort St. John",977,"85 to 89 years",135,50,90,0.5,0.3,0.6,28725
"Fort St. John",977,"90 to 94 years",75,30,55,0.3,0.2,0.4,28725
"Fort St. John",977,"95 to 99 years",25,5,15,0.1,0,0.1,28725
"Fort St. John",977,"100 years and over",5,5,0,0,0,0,28725
"Fort St. John",977,"Average age of the population",35,35,36,35.3,34.9,35.7,28725
"Fort St. John",977,"Median age of the population",34,34,34,34,33.6,34.4,28725
"Fort St. John",977,"0 to 14 years",6100,3165,2935,21.2,21.3,21.1,28725
"Fort St. John",977,"0 to 4 years",2085,1050,1025,7.3,7.1,7.4,28725
"Fort St. John",977,"5 to 9 years",2000,1050,955,7,7.1,6.9,28725
"Fort St. John",977,"10 to 14 years",2020,1065,955,7,7.2,6.9,28725
"Fort St. John",977,"15 to 64 years",19905,10350,9560,69.3,69.8,68.8,28725
"Fort St. John",977,"15 to 19 years",1730,905,820,6,6.1,5.9,28725
"Fort St. John",977,"25 to 29 years",2520,1325,1195,8.8,8.9,8.6,28725
"Fort St. John",977,"30 to 34 years",2610,1365,1240,9.1,9.2,8.9,28725
"Fort St. John",977,"35 to 39 years",2465,1260,1200,8.6,8.5,8.6,28725
"Fort St. John",977,"40 to 44 years",2025,1040,985,7,7,7.1,28725
"Fort St. John",977,"45 to 49 years",1755,920,840,6.1,6.2,6,28725
"Fort St. John",977,"50 to 54 years",1675,855,820,5.8,5.8,5.9,28725
"Fort St. John",977,"55 to 59 years",1675,860,820,5.8,5.8,5.9,28725
"Fort St. John",977,"60 to 64 years",1470,760,710,5.1,5.1,5.1,28725
"Fort St. John",977,"20 to 24 years",1980,1055,920,6.9,7.1,6.6,28725
Fredericton,320,"0 to 14 years",17030,8705,8325,15.7,16.4,15,108615
Fredericton,320,"100 years and over",25,5,20,0,0,0,108615
Fredericton,320,"0 to 4 years",5020,2645,2375,4.6,5,4.3,108615
Fredericton,320,"5 to 9 years",6005,3055,2955,5.5,5.8,5.3,108615
Fredericton,320,"10 to 14 years",6005,3005,3000,5.5,5.7,5.4,108615
Fredericton,320,"15 to 64 years",71220,35150,36065,65.6,66.2,65,108615
Fredericton,320,"15 to 19 years",5995,3035,2960,5.5,5.7,5.3,108615
Fredericton,320,"20 to 24 years",7735,3945,3795,7.1,7.4,6.8,108615
Fredericton,320,"25 to 29 years",7225,3675,3550,6.7,6.9,6.4,108615
Fredericton,320,"30 to 34 years",7045,3475,3570,6.5,6.5,6.4,108615
Fredericton,320,"35 to 39 years",7345,3620,3725,6.8,6.8,6.7,108615
Fredericton,320,"40 to 44 years",7000,3385,3610,6.4,6.4,6.5,108615
Fredericton,320,"45 to 49 years",7010,3375,3635,6.5,6.4,6.5,108615
Fredericton,320,"Average age of the population",42,41,43,41.7,40.7,42.6,108615
Fredericton,320,"Median age of the population",41,40,42,41.2,40,42.4,108615
Fredericton,320,"50 to 54 years",6950,3405,3545,6.4,6.4,6.4,108615
Fredericton,320,"55 to 59 years",7755,3775,3985,7.1,7.1,7.2,108615
Fredericton,320,"95 to 99 years",165,50,115,0.2,0.1,0.2,108615
Fredericton,320,"90 to 94 years",605,195,410,0.6,0.4,0.7,108615
Fredericton,320,"85 to 89 years",1340,520,820,1.2,1,1.5,108615
Fredericton,320,"85 years and over",2130,765,1360,2,1.4,2.5,108615
Fredericton,320,"60 to 64 years",7160,3465,3690,6.6,6.5,6.6,108615
Fredericton,320,"80 to 84 years",2480,1100,1385,2.3,2.1,2.5,108615
Fredericton,320,"75 to 79 years",3715,1720,1995,3.4,3.2,3.6,108615
Fredericton,320,"70 to 74 years",5550,2650,2900,5.1,5,5.2,108615
Fredericton,320,"65 to 69 years",6485,3015,3475,6,5.7,6.3,108615
Fredericton,320,"65 years and over",20365,9255,11110,18.8,17.4,20,108615
Gander,11,"10 to 14 years",780,410,370,5.8,6.3,5.4,13415
Gander,11,"5 to 9 years",675,355,325,5,5.4,4.7,13415
Gander,11,"65 to 69 years",805,385,415,6,5.9,6,13415
Gander,11,"70 to 74 years",775,365,410,5.8,5.6,5.9,13415
Gander,11,"75 to 79 years",505,215,285,3.8,3.3,4.1,13415
Gander,11,"80 to 84 years",405,150,255,3,2.3,3.7,13415
Gander,11,"85 years and over",380,155,225,2.8,2.4,3.3,13415
Gander,11,"85 to 89 years",245,110,130,1.8,1.7,1.9,13415
Gander,11,"90 to 94 years",110,35,75,0.8,0.5,1.1,13415
Gander,11,"95 to 99 years",25,5,20,0.2,0.1,0.3,13415
Gander,11,"100 years and over",0,0,0,0,0,0,13415
Gander,11,"Average age of the population",44,43,45,44,42.6,45.3,13415
Gander,11,"Median age of the population",46,44,47,45.6,44.4,47.2,13415
Gander,11,"0 to 4 years",565,285,280,4.2,4.4,4.1,13415
Gander,11,"65 years and over",2865,1275,1590,21.4,19.6,23.1,13415
Gander,11,"60 to 64 years",960,475,490,7.2,7.3,7.1,13415
Gander,11,"55 to 59 years",980,490,495,7.3,7.5,7.2,13415
Gander,11,"15 to 64 years",8525,4195,4330,63.5,64.3,62.8,13415
Gander,11,"15 to 19 years",800,450,345,6,6.9,5,13415
Gander,11,"20 to 24 years",670,335,335,5,5.1,4.9,13415
Gander,11,"25 to 29 years",645,325,325,4.8,5,4.7,13415
Gander,11,"30 to 34 years",780,385,395,5.8,5.9,5.7,13415
Gander,11,"35 to 39 years",835,390,445,6.2,6,6.5,13415
Gander,11,"40 to 44 years",800,375,425,6,5.8,6.2,13415
Gander,11,"45 to 49 years",980,455,525,7.3,7,7.6,13415
Gander,11,"0 to 14 years",2025,1050,970,15.1,16.1,14.1,13415
Gander,11,"50 to 54 years",1070,510,560,8,7.8,8.1,13415
Granby,450,"Median age of the population",47,45,49,46.8,45.2,48.8,90835
Granby,450,"Average age of the population",45,44,46,44.9,43.7,46,90835
Granby,450,"15 to 64 years",54475,27270,27205,60,61.1,58.9,90835
Granby,450,"95 to 99 years",165,45,120,0.2,0.1,0.3,90835
Granby,450,"90 to 94 years",710,215,500,0.8,0.5,1.1,90835
Granby,450,"85 to 89 years",1590,550,1035,1.8,1.2,2.2,90835
Granby,450,"85 years and over",2475,810,1660,2.7,1.8,3.6,90835
Granby,450,"80 to 84 years",2565,1135,1430,2.8,2.5,3.1,90835
Granby,450,"75 to 79 years",4150,1895,2255,4.6,4.2,4.9,90835
Granby,450,"70 to 74 years",5870,2850,3015,6.5,6.4,6.5,90835
Granby,450,"65 to 69 years",6865,3265,3595,7.6,7.3,7.8,90835
Granby,450,"65 years and over",21915,9960,11955,24.1,22.3,25.9,90835
Granby,450,"60 to 64 years",7900,3800,4090,8.7,8.5,8.9,90835
Granby,450,"55 to 59 years",7185,3485,3700,7.9,7.8,8,90835
Granby,450,"50 to 54 years",5355,2655,2700,5.9,5.9,5.8,90835
Granby,450,"45 to 49 years",5100,2600,2505,5.6,5.8,5.4,90835
Granby,450,"40 to 44 years",5755,2890,2865,6.3,6.5,6.2,90835
Granby,450,"35 to 39 years",5235,2670,2565,5.8,6,5.6,90835
Granby,450,"30 to 34 years",4915,2485,2430,5.4,5.6,5.3,90835
Granby,450,"25 to 29 years",4525,2305,2220,5,5.2,4.8,90835
Granby,450,"20 to 24 years",3965,2055,1910,4.4,4.6,4.1,90835
Granby,450,"15 to 19 years",4535,2320,2215,5,5.2,4.8,90835
Granby,450,"10 to 14 years",5225,2715,2515,5.8,6.1,5.4,90835
Granby,450,"5 to 9 years",5005,2540,2470,5.5,5.7,5.3,90835
Granby,450,"0 to 4 years",4215,2165,2050,4.6,4.8,4.4,90835
Granby,450,"0 to 14 years",14445,7415,7030,15.9,16.6,15.2,90835
Granby,450,"100 years and over",5,0,5,0,0,0,90835
"Grand Falls-Windsor",10,"60 to 64 years",1180,570,610,8.5,8.6,8.5,13845
"Grand Falls-Windsor",10,"65 years and over",3465,1575,1890,25,23.7,26.2,13845
"Grand Falls-Windsor",10,"55 to 59 years",1090,535,550,7.9,8,7.6,13845
"Grand Falls-Windsor",10,"50 to 54 years",990,480,510,7.1,7.2,7.1,13845
