city,geo_code,age,total_num,num_men,num_women,total_percent,percent_men,percent_women,total_pop
Campbellton,330,"10 to 14 years",590,320,270,4.4,4.9,4,13325
Campbellton,330,"15 to 64 years",8070,4000,4070,60.5,61.4,59.7,13325
Campbellton,330,"15 to 19 years",620,305,315,4.7,4.7,4.6,13325
Campbellton,330,"25 to 29 years",650,325,315,4.9,5,4.6,13325
Campbellton,330,"30 to 34 years",655,310,350,4.9,4.8,5.1,13325
Campbellton,330,"35 to 39 years",650,310,340,4.9,4.8,5,13325
Campbellton,330,"40 to 44 years",625,315,315,4.7,4.8,4.6,13325
Campbellton,330,"45 to 49 years",770,380,390,5.8,5.8,5.7,13325
Campbellton,330,"50 to 54 years",930,450,480,7,6.9,7,13325
Campbellton,330,"55 to 59 years",1310,655,660,9.8,10.1,9.7,13325
Campbellton,330,"60 to 64 years",1290,665,630,9.7,10.2,9.2,13325
Campbellton,330,"65 years and over",3710,1710,2000,27.8,26.2,29.3,13325
Campbellton,330,"65 to 69 years",1185,585,605,8.9,9,8.9,13325
Campbellton,330,"70 to 74 years",990,475,510,7.4,7.3,7.5,13325
Campbellton,330,"75 to 79 years",640,300,340,4.8,4.6,5,13325
Campbellton,330,"80 to 84 years",465,210,250,3.5,3.2,3.7,13325
Campbellton,330,"85 years and over",430,135,290,3.2,2.1,4.3,13325
Campbellton,330,"85 to 89 years",290,105,185,2.2,1.6,2.7,13325
Campbellton,330,"90 to 94 years",105,25,75,0.8,0.4,1.1,13325
Campbellton,330,"95 to 99 years",30,5,25,0.2,0.1,0.4,13325
Campbellton,330,"100 years and over",5,0,5,0,0,0.1,13325
Campbellton,330,"Average age of the population",48,48,49,48.4,47.5,49.3,13325
Campbellton,330,"Median age of the population",53,52,54,53.2,52,54,13325
"Campbellton (New Brunswick part)",13330,"0 to 14 years",1355,700,655,11.3,12,10.7,11980
"Campbellton (New Brunswick part)",13330,"0 to 4 years",415,200,210,3.5,3.4,3.4,11980
"Campbellton (New Brunswick part)",13330,"5 to 9 years",425,220,205,3.5,3.8,3.3,11980
"Campbellton (New Brunswick part)",13330,"10 to 14 years",515,280,235,4.3,4.8,3.8,11980
"Campbellton (New Brunswick part)",13330,"15 to 64 years",7275,3605,3670,60.7,61.7,59.7,11980
"Campbellton (New Brunswick part)",13330,"15 to 19 years",570,275,295,4.8,4.7,4.8,11980
"Campbellton (New Brunswick part)",13330,"20 to 24 years",525,275,250,4.4,4.7,4.1,11980
"Campbellton (New Brunswick part)",13330,"25 to 29 years",585,300,290,4.9,5.1,4.7,11980
"Campbellton (New Brunswick part)",13330,"30 to 34 years",595,275,315,5,4.7,5.1,11980
"Campbellton (New Brunswick part)",13330,"35 to 39 years",575,285,290,4.8,4.9,4.7,11980
"Campbellton (New Brunswick part)",13330,"40 to 44 years",550,275,280,4.6,4.7,4.6,11980
"Campbellton (New Brunswick part)",13330,"45 to 49 years",685,330,355,5.7,5.7,5.8,11980
"Campbellton (New Brunswick part)",13330,"Median age of the population",53,52,54,53.2,52,54,11980
"Campbellton (New Brunswick part)",13330,"Average age of the population",49,48,50,48.6,47.6,49.5,11980
"Campbellton (New Brunswick part)",13330,"100 years and over",5,0,5,0,0,0.1,11980
"Campbellton (New Brunswick part)",13330,"95 to 99 years",30,5,25,0.3,0.1,0.4,11980
"Campbellton (New Brunswick part)",13330,"90 to 94 years",95,25,75,0.8,0.4,1.2,11980
"Campbellton (New Brunswick part)",13330,"85 to 89 years",265,95,175,2.2,1.6,2.8,11980
"Campbellton (New Brunswick part)",13330,"85 years and over",400,125,275,3.3,2.1,4.5,11980
"Campbellton (New Brunswick part)",13330,"80 to 84 years",420,190,230,3.5,3.3,3.7,11980
"Campbellton (New Brunswick part)",13330,"75 to 79 years",580,275,310,4.8,4.7,5,11980
"Campbellton (New Brunswick part)",13330,"70 to 74 years",885,430,455,7.4,7.4,7.4,11980
"Campbellton (New Brunswick part)",13330,"65 to 69 years",1060,520,545,8.8,8.9,8.9,11980
"Campbellton (New Brunswick part)",13330,"65 years and over",3350,1535,1820,28,26.3,29.6,11980
"Campbellton (New Brunswick part)",13330,"60 to 64 years",1170,600,570,9.8,10.3,9.3,11980
"Campbellton (New Brunswick part)",13330,"55 to 59 years",1180,585,595,9.8,10,9.7,11980
"Campbellton (New Brunswick part)",13330,"50 to 54 years",845,410,440,7.1,7,7.2,11980
"Campbellton (Quebec part)",24330,"45 to 49 years",85,45,35,6.3,6.7,5.2,1340
"Campbellton (Quebec part)",24330,"0 to 14 years",190,105,90,14.2,15.6,13.4,1340
"Campbellton (Quebec part)",24330,"40 to 44 years",75,40,35,5.6,5.9,5.2,1340
"Campbellton (Quebec part)",24330,"35 to 39 years",70,25,50,5.2,3.7,7.5,1340
"Campbellton (Quebec part)",24330,"30 to 34 years",60,30,30,4.5,4.4,4.5,1340
"Campbellton (Quebec part)",24330,"25 to 29 years",60,35,30,4.5,5.2,4.5,1340
"Campbellton (Quebec part)",24330,"20 to 24 years",40,15,25,3,2.2,3.7,1340
"Campbellton (Quebec part)",24330,"15 to 19 years",55,30,20,4.1,4.4,3,1340
"Campbellton (Quebec part)",24330,"15 to 64 years",790,395,400,59,58.5,59.7,1340
"Campbellton (Quebec part)",24330,"10 to 14 years",75,40,35,5.6,5.9,5.2,1340
"Campbellton (Quebec part)",24330,"5 to 9 years",75,40,35,5.6,5.9,5.2,1340
"Campbellton (Quebec part)",24330,"0 to 4 years",45,25,20,3.4,3.7,3,1340
"Campbellton (Quebec part)",24330,"Median age of the population",51,50,52,51.2,50.4,52.4,1340
"Campbellton (Quebec part)",24330,"Average age of the population",47,46,48,47.1,46.4,47.9,1340
"Campbellton (Quebec part)",24330,"100 years and over",0,0,0,0,0,0,1340
"Campbellton (Quebec part)",24330,"95 to 99 years",0,0,0,0,0,0,1340
"Campbellton (Quebec part)",24330,"90 to 94 years",5,5,5,0.4,0.7,0.7,1340
"Campbellton (Quebec part)",24330,"85 to 89 years",25,10,15,1.9,1.5,2.2,1340
"Campbellton (Quebec part)",24330,"85 years and over",30,10,15,2.2,1.5,2.2,1340
"Campbellton (Quebec part)",24330,"80 to 84 years",45,25,20,3.4,3.7,3,1340
"Campbellton (Quebec part)",24330,"75 to 79 years",60,25,30,4.5,3.7,4.5,1340
"Campbellton (Quebec part)",24330,"70 to 74 years",100,45,55,7.5,6.7,8.2,1340
"Campbellton (Quebec part)",24330,"65 to 69 years",120,60,60,9,8.9,9,1340
"Campbellton (Quebec part)",24330,"65 years and over",360,170,180,26.9,25.2,26.9,1340
"Campbellton (Quebec part)",24330,"60 to 64 years",125,65,60,9.3,9.6,9,1340
"Campbellton (Quebec part)",24330,"55 to 59 years",130,70,65,9.7,10.4,9.7,1340
"Campbellton (Quebec part)",24330,"50 to 54 years",80,40,45,6,5.9,6.7,1340
Camrose,833,"50 to 54 years",1055,515,545,5.6,5.7,5.6,18770
Camrose,833,"45 to 49 years",990,480,510,5.3,5.3,5.2,18770
Camrose,833,"40 to 44 years",1115,540,580,5.9,6,5.9,18770
Camrose,833,"35 to 39 years",1165,560,605,6.2,6.2,6.2,18770
Camrose,833,"30 to 34 years",1185,605,580,6.3,6.7,5.9,18770
Camrose,833,"25 to 29 years",1105,525,580,5.9,5.8,5.9,18770
Camrose,833,"20 to 24 years",1025,545,485,5.5,6.1,5,18770
Camrose,833,"15 to 19 years",985,495,485,5.2,5.5,5,18770
Camrose,833,"15 to 64 years",11075,5420,5655,59,60.3,57.9,18770
Camrose,833,"10 to 14 years",1135,585,555,6,6.5,5.7,18770
Camrose,833,"5 to 9 years",1100,585,520,5.9,6.5,5.3,18770
Camrose,833,"0 to 4 years",940,480,455,5,5.3,4.7,18770
Camrose,833,"0 to 14 years",3175,1650,1525,16.9,18.3,15.6,18770
Camrose,833,"55 to 59 years",1240,590,645,6.6,6.6,6.6,18770
Camrose,833,"Median age of the population",43,41,46,43.2,41.2,45.6,18770
Camrose,833,"60 to 64 years",1220,565,655,6.5,6.3,6.7,18770
Camrose,833,"65 years and over",4520,1925,2595,24.1,21.4,26.6,18770
Camrose,833,"65 to 69 years",1175,530,645,6.3,5.9,6.6,18770
Camrose,833,"70 to 74 years",1050,465,580,5.6,5.2,5.9,18770
Camrose,833,"75 to 79 years",855,370,485,4.6,4.1,5,18770
Camrose,833,"80 to 84 years",670,275,400,3.6,3.1,4.1,18770
Camrose,833,"85 years and over",770,285,480,4.1,3.2,4.9,18770
Camrose,833,"85 to 89 years",470,180,285,2.5,2,2.9,18770
Camrose,833,"90 to 94 years",240,90,150,1.3,1,1.5,18770
Camrose,833,"95 to 99 years",50,15,40,0.3,0.2,0.4,18770
Camrose,833,"100 years and over",5,5,5,0,0.1,0.1,18770
Camrose,833,"Average age of the population",44,42,45,43.7,41.9,45.3,18770
Canmore,828,"15 to 64 years",11150,5460,5690,69.7,68.9,70.6,15985
Canmore,828,"10 to 14 years",715,370,345,4.5,4.7,4.3,15985
Canmore,828,"5 to 9 years",720,360,360,4.5,4.5,4.5,15985
Canmore,828,"0 to 4 years",620,330,285,3.9,4.2,3.5,15985
Canmore,828,"0 to 14 years",2055,1060,995,12.9,13.4,12.3,15985
Canmore,828,"65 years and over",2780,1410,1375,17.4,17.8,17.1,15985
Canmore,828,"Median age of the population",43,43,43,42.8,42.8,42.8,15985
Canmore,828,"Average age of the population",43,43,43,42.7,42.5,42.9,15985
Canmore,828,"100 years and over",5,0,5,0,0,0.1,15985
Canmore,828,"95 to 99 years",20,5,20,0.1,0.1,0.2,15985
Canmore,828,"90 to 94 years",60,25,35,0.4,0.3,0.4,15985
Canmore,828,"85 to 89 years",145,65,85,0.9,0.8,1.1,15985
Canmore,828,"85 years and over",230,90,145,1.4,1.1,1.8,15985
Canmore,828,"80 to 84 years",245,125,130,1.5,1.6,1.6,15985
Canmore,828,"75 to 79 years",440,230,210,2.8,2.9,2.6,15985
Canmore,828,"70 to 74 years",755,385,370,4.7,4.9,4.6,15985
Canmore,828,"65 to 69 years",1105,580,530,6.9,7.3,6.6,15985
Canmore,828,"60 to 64 years",1200,575,625,7.5,7.3,7.8,15985
Canmore,828,"55 to 59 years",1215,625,590,7.6,7.9,7.3,15985
Canmore,828,"50 to 54 years",1100,535,565,6.9,6.7,7,15985
Canmore,828,"45 to 49 years",1140,545,595,7.1,6.9,7.4,15985
Canmore,828,"40 to 44 years",1200,590,610,7.5,7.4,7.6,15985
Canmore,828,"35 to 39 years",1330,625,705,8.3,7.9,8.7,15985
Canmore,828,"30 to 34 years",1330,635,690,8.3,8,8.6,15985
Canmore,828,"25 to 29 years",1140,570,570,7.1,7.2,7.1,15985
Canmore,828,"20 to 24 years",800,370,430,5,4.7,5.3,15985
Canmore,828,"15 to 19 years",700,390,310,4.4,4.9,3.8,15985
"Cape Breton",225,"0 to 14 years",13110,6685,6430,13.3,14.2,12.6,98315
"Cape Breton",225,"0 to 4 years",3790,1955,1835,3.9,4.1,3.6,98315
"Cape Breton",225,"5 to 9 years",4435,2210,2225,4.5,4.7,4.3,98315
"Cape Breton",225,"10 to 14 years",4890,2520,2370,5,5.3,4.6,98315
"Cape Breton",225,"15 to 64 years",59865,28940,30925,60.9,61.4,60.4,98315
"Cape Breton",225,"15 to 19 years",4955,2575,2380,5,5.5,4.6,98315
"Cape Breton",225,"20 to 24 years",5445,2835,2610,5.5,6,5.1,98315
"Cape Breton",225,"25 to 29 years",5705,2935,2770,5.8,6.2,5.4,98315
"Cape Breton",225,"30 to 34 years",5110,2545,2565,5.2,5.4,5,98315
"Cape Breton",225,"35 to 39 years",4925,2270,2660,5,4.8,5.2,98315
"Cape Breton",225,"40 to 44 years",5040,2305,2735,5.1,4.9,5.3,98315
"Cape Breton",225,"45 to 49 years",5640,2650,2985,5.7,5.6,5.8,98315
"Cape Breton",225,"50 to 54 years",6310,3010,3295,6.4,6.4,6.4,98315
"Cape Breton",225,"55 to 59 years",7985,3655,4325,8.1,7.8,8.4,98315
"Cape Breton",225,"60 to 64 years",8750,4155,4595,8.9,8.8,9,98315
"Cape Breton",225,"65 years and over",25340,11495,13850,25.8,24.4,27.1,98315
"Cape Breton",225,"65 to 69 years",8235,4020,4215,8.4,8.5,8.2,98315
"Cape Breton",225,"70 to 74 years",6745,3260,3485,6.9,6.9,6.8,98315
"Cape Breton",225,"75 to 79 years",4465,1965,2505,4.5,4.2,4.9,98315
"Cape Breton",225,"80 to 84 years",3025,1285,1740,3.1,2.7,3.4,98315
"Cape Breton",225,"85 years and over",2875,970,1900,2.9,2.1,3.7,98315
"Cape Breton",225,"85 to 89 years",1790,670,1120,1.8,1.4,2.2,98315
"Cape Breton",225,"90 to 94 years",795,225,570,0.8,0.5,1.1,98315
"Cape Breton",225,"95 to 99 years",255,70,185,0.3,0.1,0.4,98315
"Cape Breton",225,"100 years and over",35,10,25,0,0,0,98315
"Cape Breton",225,"Average age of the population",46,45,47,46.1,44.9,47.3,98315
"Cape Breton",225,"Median age of the population",49,48,51,49.2,47.6,50.8,98315
"Centre Wellington",531,"100 years and over",5,0,5,0,0,0,31095
"Centre Wellington",531,"45 to 49 years",1800,875,925,5.8,5.8,5.8,31095
"Centre Wellington",531,"0 to 14 years",5340,2790,2545,17.2,18.4,16,31095
"Centre Wellington",531,"0 to 4 years",1670,870,800,5.4,5.7,5,31095
"Centre Wellington",531,"5 to 9 years",1815,995,815,5.8,6.6,5.1,31095
"Centre Wellington",531,"10 to 14 years",1855,925,930,6,6.1,5.8,31095
"Centre Wellington",531,"15 to 64 years",18815,9230,9585,60.5,60.8,60.3,31095
"Centre Wellington",531,"15 to 19 years",1765,920,850,5.7,6.1,5.3,31095
"Centre Wellington",531,"20 to 24 years",1510,785,720,4.9,5.2,4.5,31095
"Centre Wellington",531,"25 to 29 years",1595,795,795,5.1,5.2,5,31095
"Centre Wellington",531,"30 to 34 years",1860,880,985,6,5.8,6.2,31095
"Centre Wellington",531,"35 to 39 years",1910,925,980,6.1,6.1,6.2,31095
"Centre Wellington",531,"Median age of the population",44,43,46,44.4,42.8,46,31095
"Centre Wellington",531,"Average age of the population",43,42,44,43.3,42,44.4,31095
"Centre Wellington",531,"40 to 44 years",1775,880,890,5.7,5.8,5.6,31095
"Centre Wellington",531,"95 to 99 years",40,10,25,0.1,0.1,0.2,31095
"Centre Wellington",531,"90 to 94 years",245,70,175,0.8,0.5,1.1,31095
"Centre Wellington",531,"85 to 89 years",545,250,295,1.8,1.6,1.9,31095
"Centre Wellington",531,"85 years and over",835,335,500,2.7,2.2,3.1,31095
"Centre Wellington",531,"80 to 84 years",860,390,470,2.8,2.6,3,31095
"Centre Wellington",531,"75 to 79 years",1270,590,680,4.1,3.9,4.3,31095
"Centre Wellington",531,"70 to 74 years",1865,875,995,6,5.8,6.3,31095
"Centre Wellington",531,"65 to 69 years",2115,980,1130,6.8,6.5,7.1,31095
"Centre Wellington",531,"65 years and over",6940,3160,3775,22.3,20.8,23.7,31095
"Centre Wellington",531,"60 to 64 years",2285,1060,1225,7.3,7,7.7,31095
"Centre Wellington",531,"55 to 59 years",2360,1165,1200,7.6,7.7,7.5,31095
"Centre Wellington",531,"50 to 54 years",1950,945,1010,6.3,6.2,6.4,31095
Charlottetown,105,"95 to 99 years",160,35,125,0.2,0.1,0.3,78865
Charlottetown,105,"35 to 39 years",4905,2375,2530,6.2,6.2,6.3,78865
Charlottetown,105,"Median age of the population",41,40,43,41.2,39.6,42.8,78865
Charlottetown,105,"30 to 34 years",4960,2375,2580,6.3,6.2,6.4,78865
Charlottetown,105,"25 to 29 years",5280,2740,2535,6.7,7.1,6.3,78865
Charlottetown,105,"20 to 24 years",6380,3370,3015,8.1,8.8,7.4,78865
Charlottetown,105,"15 to 19 years",4390,2220,2165,5.6,5.8,5.3,78865
Charlottetown,105,"15 to 64 years",51205,25125,26075,64.9,65.5,64.4,78865
Charlottetown,105,"10 to 14 years",4655,2375,2280,5.9,6.2,5.6,78865
Charlottetown,105,"5 to 9 years",4240,2190,2045,5.4,5.7,5.1,78865
Charlottetown,105,"0 to 4 years",3510,1800,1710,4.5,4.7,4.2,78865
Charlottetown,105,"0 to 14 years",12405,6365,6035,15.7,16.6,14.9,78865
Charlottetown,105,"Average age of the population",42,41,43,41.6,40.5,42.7,78865
Charlottetown,105,"100 years and over",20,0,15,0,0,0,78865
Charlottetown,105,"40 to 44 years",4910,2270,2640,6.2,5.9,6.5,78865
Charlottetown,105,"90 to 94 years",490,150,335,0.6,0.4,0.8,78865
Charlottetown,105,"85 to 89 years",1030,415,625,1.3,1.1,1.5,78865
Charlottetown,105,"85 years and over",1700,600,1100,2.2,1.6,2.7,78865
Charlottetown,105,"80 to 84 years",1710,740,970,2.2,1.9,2.4,78865
Charlottetown,105,"75 to 79 years",2665,1220,1445,3.4,3.2,3.6,78865
Charlottetown,105,"70 to 74 years",4260,2000,2260,5.4,5.2,5.6,78865
Charlottetown,105,"65 to 69 years",4920,2335,2580,6.2,6.1,6.4,78865
Charlottetown,105,"65 years and over",15255,6895,8360,19.3,18,20.7,78865
Charlottetown,105,"60 to 64 years",5135,2420,2710,6.5,6.3,6.7,78865
Charlottetown,105,"55 to 59 years",5385,2595,2795,6.8,6.8,6.9,78865
Charlottetown,105,"50 to 54 years",4955,2385,2570,6.3,6.2,6.3,78865
Charlottetown,105,"45 to 49 years",4910,2380,2530,6.2,6.2,6.3,78865
Chatham-Kent,556,"0 to 14 years",16620,8565,8050,15.9,16.7,15.2,104320
Chatham-Kent,556,"45 to 49 years",5805,2830,2970,5.6,5.5,5.6,104320
Chatham-Kent,556,"35 to 39 years",5970,2900,3070,5.7,5.6,5.8,104320
Chatham-Kent,556,"30 to 34 years",5630,2835,2795,5.4,5.5,5.3,104320
Chatham-Kent,556,"25 to 29 years",5485,2780,2700,5.3,5.4,5.1,104320
Chatham-Kent,556,"20 to 24 years",5520,2820,2705,5.3,5.5,5.1,104320
Chatham-Kent,556,"15 to 19 years",5810,3020,2795,5.6,5.9,5.3,104320
Chatham-Kent,556,"15 to 64 years",63100,31370,31730,60.5,61.1,59.9,104320
Chatham-Kent,556,"10 to 14 years",5875,2990,2885,5.6,5.8,5.4,104320
Chatham-Kent,556,"5 to 9 years",5670,2940,2730,5.4,5.7,5.2,104320
Chatham-Kent,556,"0 to 4 years",5075,2635,2435,4.9,5.1,4.6,104320
Chatham-Kent,556,"50 to 54 years",6405,3165,3240,6.1,6.2,6.1,104320
Chatham-Kent,556,"55 to 59 years",8125,3925,4200,7.8,7.6,7.9,104320
Chatham-Kent,556,"60 to 64 years",8675,4200,4475,8.3,8.2,8.5,104320
Chatham-Kent,556,"65 years and over",24600,11430,13165,23.6,22.3,24.9,104320
Chatham-Kent,556,"65 to 69 years",7735,3810,3925,7.4,7.4,7.4,104320
Chatham-Kent,556,"70 to 74 years",6505,3130,3375,6.2,6.1,6.4,104320
Chatham-Kent,556,"75 to 79 years",4445,2085,2360,4.3,4.1,4.5,104320
Chatham-Kent,556,"80 to 84 years",2960,1315,1650,2.8,2.6,3.1,104320
Chatham-Kent,556,"85 years and over",2945,1090,1855,2.8,2.1,3.5,104320
Chatham-Kent,556,"85 to 89 years",1785,730,1060,1.7,1.4,2,104320
Chatham-Kent,556,"90 to 94 years",890,310,585,0.9,0.6,1.1,104320
Chatham-Kent,556,"95 to 99 years",235,55,180,0.2,0.1,0.3,104320
Chatham-Kent,556,"100 years and over",40,0,35,0,0,0.1,104320
Chatham-Kent,556,"Average age of the population",44,43,45,44.3,43.3,45.3,104320
Chatham-Kent,556,"Median age of the population",46,45,48,46.4,44.8,47.6,104320
Chatham-Kent,556,"40 to 44 years",5675,2890,2780,5.4,5.6,5.3,104320
Chilliwack,930,"0 to 14 years",20390,10535,9850,17.9,18.8,17.1,113770
Chilliwack,930,"0 to 4 years",6395,3295,3100,5.6,5.9,5.4,113770
Chilliwack,930,"5 to 9 years",6860,3535,3330,6,6.3,5.8,113770
Chilliwack,930,"10 to 14 years",7130,3710,3420,6.3,6.6,5.9,113770
Chilliwack,930,"15 to 64 years",69135,34360,34775,60.8,61.2,60.4,113770
Chilliwack,930,"15 to 19 years",6520,3390,3130,5.7,6,5.4,113770
Chilliwack,930,"20 to 24 years",5640,2860,2780,5,5.1,4.8,113770
Chilliwack,930,"25 to 29 years",6345,3225,3120,5.6,5.7,5.4,113770
Chilliwack,930,"30 to 34 years",7000,3510,3490,6.2,6.2,6.1,113770
Chilliwack,930,"35 to 39 years",7615,3830,3785,6.7,6.8,6.6,113770
Chilliwack,930,"40 to 44 years",6620,3245,3370,5.8,5.8,5.9,113770
Chilliwack,930,"45 to 49 years",6570,3270,3300,5.8,5.8,5.7,113770
Chilliwack,930,"50 to 54 years",6945,3395,3550,6.1,6,6.2,113770
Chilliwack,930,"55 to 59 years",7810,3820,3980,6.9,6.8,6.9,113770
Chilliwack,930,"65 years and over",24245,11270,12970,21.3,20.1,22.5,113770
Chilliwack,930,"65 to 69 years",7200,3390,3810,6.3,6,6.6,113770
Chilliwack,930,"70 to 74 years",6530,3145,3385,5.7,5.6,5.9,113770
Chilliwack,930,"75 to 79 years",4625,2185,2440,4.1,3.9,4.2,113770
Chilliwack,930,"80 to 84 years",2985,1370,1615,2.6,2.4,2.8,113770
Chilliwack,930,"85 years and over",2895,1175,1725,2.5,2.1,3,113770
Chilliwack,930,"85 to 89 years",1810,800,1010,1.6,1.4,1.8,113770
Chilliwack,930,"90 to 94 years",850,315,535,0.7,0.6,0.9,113770
Chilliwack,930,"95 to 99 years",210,55,155,0.2,0.1,0.3,113770
Chilliwack,930,"100 years and over",25,5,20,0,0,0,113770
Chilliwack,930,"Average age of the population",42,41,43,42.4,41.4,43.3,113770
Chilliwack,930,"Median age of the population",42,41,44,42.4,41.2,44,113770
Chilliwack,930,"60 to 64 years",8075,3805,4270,7.1,6.8,7.4,113770
Cobourg,527,"90 to 94 years",325,110,210,1.6,1.2,1.9,20525
Cobourg,527,"60 to 64 years",1680,755,925,8.2,7.9,8.4,20525
Cobourg,527,"Median age of the population",55,51,57,54.8,51.2,56.8,20525
Cobourg,527,"Average age of the population",50,48,52,49.9,47.8,51.6,20525
Cobourg,527,"100 years and over",5,0,5,0,0,0,20525
Cobourg,527,"95 to 99 years",120,35,80,0.6,0.4,0.7,20525
Cobourg,527,"85 to 89 years",690,290,395,3.4,3.1,3.6,20525
Cobourg,527,"85 years and over",1140,445,700,5.6,4.7,6.4,20525
Cobourg,527,"80 to 84 years",1010,395,615,4.9,4.2,5.6,20525
Cobourg,527,"75 to 79 years",1300,565,730,6.3,5.9,6.6,20525
Cobourg,527,"70 to 74 years",1805,780,1030,8.8,8.2,9.4,20525
Cobourg,527,"65 to 69 years",1735,780,955,8.5,8.2,8.7,20525
Cobourg,527,"65 years and over",6985,2965,4020,34,31.2,36.5,20525
Cobourg,527,"55 to 59 years",1510,670,835,7.4,7,7.6,20525
Cobourg,527,"50 to 54 years",1055,500,555,5.1,5.3,5,20525
Cobourg,527,"45 to 49 years",985,480,510,4.8,5,4.6,20525
Cobourg,527,"0 to 14 years",2540,1315,1225,12.4,13.8,11.1,20525
Cobourg,527,"0 to 4 years",760,385,375,3.7,4.1,3.4,20525
Cobourg,527,"5 to 9 years",845,450,400,4.1,4.7,3.6,20525
Cobourg,527,"10 to 14 years",930,480,450,4.5,5,4.1,20525
Cobourg,527,"15 to 64 years",11000,5230,5765,53.6,55,52.4,20525
Cobourg,527,"15 to 19 years",965,505,470,4.7,5.3,4.3,20525
Cobourg,527,"20 to 24 years",835,455,380,4.1,4.8,3.5,20525
Cobourg,527,"25 to 29 years",895,435,470,4.4,4.6,4.3,20525
Cobourg,527,"30 to 34 years",1015,485,525,4.9,5.1,4.8,20525
Cobourg,527,"35 to 39 years",1085,505,580,5.3,5.3,5.3,20525
Cobourg,527,"40 to 44 years",965,445,520,4.7,4.7,4.7,20525
Collingwood,567,"55 to 59 years",1740,735,1005,7,6.3,7.7,24815
Collingwood,567,"60 to 64 years",2095,925,1170,8.4,7.9,8.9,24815
Collingwood,567,"65 years and over",7435,3260,4175,30,27.9,31.8,24815
Collingwood,567,"65 to 69 years",2085,935,1150,8.4,8,8.8,24815
Collingwood,567,"70 to 74 years",1930,885,1045,7.8,7.6,8,24815
Collingwood,567,"75 to 79 years",1395,635,760,5.6,5.4,5.8,24815
Collingwood,567,"80 to 84 years",950,420,530,3.8,3.6,4,24815
Collingwood,567,"50 to 54 years",1350,635,715,5.4,5.4,5.5,24815
Collingwood,567,"85 years and over",1080,390,685,4.4,3.3,5.2,24815
Collingwood,567,"85 to 89 years",605,225,380,2.4,1.9,2.9,24815
Collingwood,567,"90 to 94 years",375,140,235,1.5,1.2,1.8,24815
Collingwood,567,"95 to 99 years",85,20,65,0.3,0.2,0.5,24815
Collingwood,567,"100 years and over",10,5,10,0,0,0.1,24815
Collingwood,567,"Average age of the population",48,46,49,47.9,46.1,49.4,24815
Collingwood,567,"Median age of the population",51,48,54,50.8,48,53.6,24815
Collingwood,567,"45 to 49 years",1420,695,720,5.7,5.9,5.5,24815
Collingwood,567,"40 to 44 years",1315,625,690,5.3,5.3,5.3,24815
Collingwood,567,"35 to 39 years",1325,645,680,5.3,5.5,5.2,24815
Collingwood,567,"30 to 34 years",1350,690,660,5.4,5.9,5,24815
Collingwood,567,"25 to 29 years",1260,630,625,5.1,5.4,4.8,24815
Collingwood,567,"20 to 24 years",1060,570,490,4.3,4.9,3.7,24815
Collingwood,567,"15 to 19 years",1165,590,570,4.7,5,4.3,24815
Collingwood,567,"15 to 64 years",14080,6745,7330,56.8,57.7,55.9,24815
